row_index,time,injection_ec,net_flow,tl_interval_flow,tl_bottom_flow,tl_collar_flow,tl_interval_ec,tl_bottom_ec,tl_interval_pressure,tl_bottom_pressure,tl_packer_pressure,tl_tec_int_u,tl_tec_int_l,tl_tec_bot_u,tl_tec_bot_l,tn_interval_flow,tn_bottom_flow,tn_collar_flow,tn_interval_ec,tn_bottom_ec,tn_interval_pressure,tn_bottom_pressure,tn_packer_pressure,tn_tec_int_u,tn_tec_int_l,tn_tec_bot_u,tn_tec_bot_l,tc_interval_flow,tc_bottom_flow,tc_collar_flow,tc_interval_ec,tc_bottom_ec,tc_interval_pressure,tc_bottom_pressure,injection_pressure,tc_packer_pressure,tc_tec_int_u,tc_tec_int_l,tc_tec_bot_u,tc_tec_bot_l,tu_interval_flow,tu_bottom_flow,tu_collar_flow,tu_interval_ec,tu_bottom_ec,tu_interval_pressure,tu_bottom_pressure,pt_403,tu_packer_pressure,tu_tec_int_u,tu_tec_int_l,tu_tec_bot_u,tu_tec_bot_l,ts_interval_flow,ts_bottom_flow,ts_collar_flow,ts_interval_ec,ts_bottom_ec,ts_interval_pressure,ts_bottom_pressure,pt_503,pt_504,ts_packer_pressure,tl_packer_center_depth,tn_packer_center_depth,tc_packer_center_depth,ts_packer_center_depth
10,2024-12-11 07:00:00,0.0,0.000205,0.086769,0.76084,0.181053,0.066573,0.209109,0.000285,0.012648,0.0,0.0,0.002008,0.003832,0.00303,0.002239,0.0,0.002808,0.284998,0.191349,0.001938,0.719091,0.009389,0.474045,0.405819,0.437045,0.211053,0.008771,0.025707,0.853315,0.036883,0.365833,0.0,0.0,0.000318,0.0,0.000791,0.000367,0.000662,0.001836,0.073264,0.556301,0.428804,0.0,0.042079,0.017728,0.001595,0.017419,0.0,1.0,1.0,1.0,1.0,0.405109,0.146867,0.024343,0.002361,0.083164,0.001068,0.02586,0.001688,0.50996,0.001271,1.0,0.359482,1.0,0.0
11,2024-12-11 08:00:00,0.0,0.000229,0.194346,0.855014,0.180121,0.06685,0.209183,0.000265,0.015227,0.0,0.0,0.002026,0.003785,0.003083,0.002254,0.0,0.003316,0.285268,0.191928,0.001931,0.719001,0.009589,0.474012,0.405788,0.437034,0.21113,0.009213,0.026733,0.840539,0.042573,0.365259,0.0,0.0,0.000325,0.0,0.000373,9.2e-05,0.000408,0.001325,0.109072,0.549947,0.485543,0.0,0.041106,0.017663,0.001689,0.017225,0.0,1.0,1.0,1.0,1.0,0.260949,0.254272,0.023607,0.000914,0.083895,0.001079,0.025943,0.001721,0.466894,0.001215,1.0,0.359482,1.0,0.0
12,2024-12-11 09:00:00,0.0,0.000178,0.276796,0.908198,0.178955,0.066541,0.209514,0.000255,0.01393,0.0,0.0,0.002114,0.004078,0.00322,0.002234,0.0,0.003515,0.285254,0.191008,0.001927,0.710742,0.009748,0.474081,0.405879,0.437105,0.211254,0.009323,0.02573,0.827935,0.040813,0.365267,0.0,0.0,0.000437,0.0,0.000812,0.000383,0.000689,0.001872,0.098359,0.582068,0.470652,0.0,0.041141,0.017697,0.001771,0.017265,0.0,1.0,1.0,1.0,1.0,0.405718,0.262002,0.023271,0.002295,0.083406,0.001089,0.025906,0.001846,0.556164,0.001149,1.0,0.359482,1.0,0.0
13,2024-12-11 10:00:00,0.0,0.000229,0.232038,0.870935,0.180225,0.066679,0.210144,0.000295,0.01526,0.0,0.0,0.0006,0.001307,0.000799,0.002275,0.0,0.003219,0.284944,0.191193,0.001939,0.7142,0.009665,0.47344,0.405203,0.436429,0.210395,0.010351,0.0232,0.834194,0.038592,0.366144,0.0,0.0,0.000325,0.0,0.000409,0.000115,0.000427,0.001364,0.096262,0.472997,0.475543,0.0,0.041683,0.017776,0.001745,0.017024,0.0,1.0,1.0,1.0,1.0,0.433698,0.333605,0.019617,0.001105,0.083813,0.001074,0.025857,0.001735,0.443218,0.001231,1.0,0.359482,1.0,0.0
14,2024-12-11 11:00:00,0.0,0.000207,0.274048,0.908537,0.180643,0.067585,0.209627,0.000291,0.017091,0.0,0.0,0.000638,0.001323,0.000847,0.002001,0.000546,0.002783,0.28509,0.190904,0.001915,0.707764,0.009595,0.472806,0.404529,0.435758,0.209563,0.007824,0.017958,0.848614,0.042067,0.365534,0.0,0.0,0.000352,0.0,0.0,0.0,0.000161,0.000842,0.076185,0.506177,0.426739,0.0,0.041159,0.017675,0.001719,0.016982,0.0,1.0,1.0,1.0,1.0,0.491484,0.324247,0.017937,0.001251,0.083626,0.001048,0.025656,0.001758,0.466714,0.001255,1.0,0.359482,1.0,0.0
15,2024-12-11 12:00:00,0.0,0.000301,0.191205,0.864499,0.179625,0.066305,0.209221,0.000264,0.01427,0.0,0.0,0.002029,0.003888,0.003138,0.002171,0.000732,0.004249,0.284755,0.191302,0.00191,0.716384,0.009559,0.473413,0.405196,0.436403,0.210553,0.009056,0.013902,0.839818,0.033471,0.365613,0.0,0.0,0.00038,0.0,0.00039,0.000101,0.000415,0.001349,0.085699,0.603247,0.441196,0.0,0.041479,0.01757,0.001622,0.017068,0.0,1.0,1.0,1.0,1.0,0.550487,0.276648,0.020604,0.002146,0.084121,0.001067,0.025999,0.001841,0.522817,0.001319,1.0,0.359482,1.0,0.0
16,2024-12-11 13:00:00,0.0,0.000242,0.192776,0.803862,0.179711,0.066396,0.209603,0.000265,0.014527,0.0,0.0,0.002041,0.003877,0.003145,0.002174,0.000204,0.003123,0.28521,0.191397,0.001911,0.709745,0.009703,0.474096,0.405895,0.437095,0.21147,0.008318,0.015224,0.827935,0.036983,0.365529,0.0,0.0,0.000424,0.0,0.000801,0.000395,0.000672,0.001864,0.085549,0.482174,0.46413,0.0,0.041732,0.017523,0.001602,0.017039,0.0,1.0,1.0,1.0,1.0,0.46472,0.364524,0.02932,0.00069,0.084349,0.00106,0.025649,0.001845,0.52203,0.001265,1.0,0.359482,1.0,0.0
17,2024-12-11 14:00:00,0.0,0.000187,0.283078,0.810637,0.179623,0.066896,0.209446,0.000285,0.015368,0.0,0.0,0.002041,0.003939,0.003267,0.002469,0.0,0.00284,0.285461,0.191202,0.001899,0.712987,0.009709,0.473423,0.405171,0.436406,0.210729,0.008643,0.017525,0.841317,0.03881,0.365403,0.0,0.0,0.000451,0.0,0.000388,9.8e-05,0.000421,0.001347,0.088471,0.504765,0.455109,4.7e-05,0.041081,0.017492,0.001665,0.016957,0.0,1.0,1.0,1.0,1.0,0.484793,0.359235,0.034487,0.001034,0.084099,0.001055,0.025707,0.001757,0.480143,0.001265,1.0,0.359482,1.0,0.0
18,2024-12-11 15:00:00,0.0,0.0,0.151551,0.794715,0.1789,0.066817,0.209246,0.000271,0.0257,0.0,0.0,0.000693,0.00144,0.001145,0.002402,0.0,0.002312,0.285088,0.191056,0.001888,0.711973,0.009727,0.473433,0.405154,0.436402,0.21085,0.008818,0.017685,0.850027,0.046131,0.365493,0.0,0.0,0.000658,0.0,0.000406,0.000113,0.000428,0.001368,0.094988,0.388634,0.408043,0.0,0.041462,0.050309,0.001714,0.049861,0.0,1.0,1.0,1.0,1.0,0.664234,0.286005,0.028669,0.002006,0.08397,0.001099,0.025544,0.001982,0.528709,0.00114,1.0,0.359482,1.0,0.0
19,2024-12-11 16:00:00,0.0,0.000185,0.065567,0.804878,0.180236,0.066542,0.209313,0.000302,0.01541,0.0,0.0,0.001259,0.003633,0.002747,0.002544,0.000525,0.003468,0.284392,0.191171,0.00192,0.713099,0.009606,0.473314,0.405217,0.436542,0.212244,0.008835,0.019508,0.838231,0.039496,0.365311,0.0,0.0,0.000544,0.0,0.000559,0.0,0.000687,0.001563,0.090119,0.40946,0.480543,0.000191,0.041195,0.314053,0.001249,0.314067,0.161029,1.0,1.0,1.0,1.0,0.546837,0.348251,0.033521,0.001834,0.084488,0.001053,0.025716,0.001911,0.495672,0.001533,1.0,0.359482,1.0,0.0
20,2024-12-11 17:00:00,0.0,0.00038,0.085984,0.860772,0.179879,0.06703,0.209738,0.00027,0.020185,0.0,0.0,0.000241,0.000861,0.00108,0.002386,0.000701,0.003033,0.28529,0.191186,0.001901,0.71469,0.009757,0.472831,0.404403,0.43593,0.210879,0.009044,0.013925,0.833069,0.04202,0.365235,0.0,0.0,0.000573,0.0,0.0,0.0,0.0,0.0,0.084126,0.410166,0.521304,0.000104,0.041445,0.646692,0.001318,0.648008,0.561653,1.0,1.0,0.875863,1.0,0.524331,0.333605,0.01403,0.00219,0.083637,0.001107,0.025977,0.001973,0.52389,0.002698,1.0,0.359482,1.0,0.0
21,2024-12-11 18:00:00,0.0,0.000274,0.049077,0.830285,0.179919,0.06692,0.209391,0.000314,0.022507,0.0,0.0,0.000483,0.000526,0.001125,0.002547,0.000303,0.002919,0.285192,0.190796,0.001918,0.710476,0.009662,0.473107,0.40447,0.43605,0.2103,0.007255,0.012193,0.81885,0.037287,0.364977,0.0,0.0,0.000724,0.0,0.000182,8e-06,0.000157,0.000986,0.065099,0.352277,0.48337,7.3e-05,0.041547,0.935056,0.001448,0.937739,0.92747,0.726001,0.822146,0.0,1.0,0.653285,0.377136,0.023734,0.002557,0.084087,0.001134,0.026202,0.002036,0.561182,0.006258,1.0,0.359482,1.0,0.0
22,2024-12-11 19:00:00,0.0,0.000479,0.076168,0.830623,0.18007,0.066516,0.209454,0.019713,0.145863,0.082123,0.0,0.001045,0.0,0.007166,0.002411,0.00037,0.00255,0.28503,0.191036,0.002155,0.742032,0.063124,0.473012,0.404605,0.435699,0.212316,0.006744,0.015315,0.829925,0.034474,0.365318,0.007093,0.058991,0.007917,0.019513,0.00025,6e-05,0.0,0.00173,0.06787,0.416167,0.354674,0.0,0.041833,1.0,0.001661,1.0,1.0,0.0,0.0,0.0,1.0,0.491484,0.413751,0.027304,0.001157,0.085235,0.001071,0.025878,0.002125,0.595666,0.009729,1.0,0.359482,1.0,0.0
23,2024-12-11 20:00:00,0.156271,0.388848,0.25638,1.0,0.180155,0.04952,0.204431,0.029839,0.394419,0.553525,0.0,0.003553,0.0,0.042177,0.003255,0.000467,0.002818,0.256654,0.191148,0.003507,0.855255,0.382185,0.473083,0.405375,0.435741,0.220202,0.00801,0.026186,0.839702,0.022089,0.360624,0.0169,0.329272,0.017529,0.25817,0.0,0.000275,0.0,0.009048,0.080081,0.527003,0.0,0.0,0.037818,1.0,0.001818,1.0,1.0,0.0,0.0,0.0,1.0,0.657543,0.509357,0.009262,0.003215,0.084097,0.001024,0.025561,0.001893,0.546074,0.011057,1.0,0.359482,1.0,0.0
24,2024-12-11 21:00:00,0.388626,0.62942,0.015312,0.806572,0.179479,0.031661,0.200365,0.000798,0.066014,0.55427,0.0,0.002598,0.0,0.019615,0.002222,0.000317,0.002692,0.227421,0.185142,0.003144,0.946536,0.38201,0.473322,0.405679,0.437852,0.216676,0.006442,0.019326,0.84423,0.0,0.356844,0.000203,0.013457,0.000703,0.260077,7.5e-05,0.000243,0.0,0.004601,0.08083,0.499118,0.0,0.0,0.015815,1.0,0.002123,1.0,1.0,0.0,0.0,0.0,1.0,0.432482,0.456062,0.017076,0.002727,0.084575,0.000987,0.02582,0.00177,0.481097,0.013442,1.0,0.359482,1.0,0.0
25,2024-12-11 22:00:00,0.550671,0.583609,0.096584,0.812669,0.180668,0.032269,0.200582,0.000805,0.062648,0.553217,0.0,0.000904,0.0,0.008477,0.009506,0.318195,0.002599,0.226211,0.187695,0.003975,1.0,0.383383,0.478319,0.407032,0.447061,0.224824,0.006512,0.018072,0.840856,0.0,0.356914,0.000217,0.014716,0.000786,0.259986,0.0,0.0,0.0,0.002435,0.077084,0.466643,0.0,0.0,0.00345,1.0,0.00197,1.0,1.0,0.0,0.0,0.0,1.0,0.454988,0.456062,0.012434,0.002556,0.084776,0.000992,0.025814,0.001783,0.410586,0.014672,1.0,0.359482,1.0,0.0
26,2024-12-11 23:00:00,0.588715,9.4e-05,0.261091,0.707656,0.179444,0.03446,0.201425,0.001038,0.077727,0.546545,0.001884,0.002247,0.001727,0.007115,0.002076,0.39651,0.002909,0.224641,0.92696,0.55426,0.840967,0.649493,0.48888,0.423982,0.467838,0.254668,0.006146,0.021901,0.837684,0.0,0.356734,0.004144,0.028498,0.004685,0.257816,0.000413,0.000303,0.000346,0.002317,0.070193,0.422873,0.0,0.0,0.002682,1.0,0.003083,1.0,1.0,0.0,0.0,0.0,0.808783,0.462287,0.5655,0.029047,0.002557,0.084462,0.00106,0.025713,0.001754,0.403812,0.014353,1.0,0.359482,1.0,0.0
27,2024-12-12 00:00:00,0.600192,0.000153,0.359246,0.658537,0.179802,0.034207,0.201078,0.001826,0.08448,0.536384,0.002324,0.002039,0.002094,0.004965,0.002122,0.138006,0.00326,0.224236,1.0,0.810738,0.807428,0.810501,0.486492,0.423562,0.465818,0.274496,0.007214,0.019827,0.84997,0.0,0.356282,0.073246,0.087352,0.073829,0.26591,0.000618,0.000691,0.000499,0.002313,0.082778,0.446876,0.0,0.000505,0.002419,1.0,0.003862,1.0,1.0,0.0,0.0,0.0,0.0,0.420925,0.436534,0.02554,0.001666,0.084165,0.001078,0.025796,0.001758,0.378694,0.013885,1.0,0.359482,1.0,0.0
28,2024-12-12 01:00:00,0.594131,0.000202,0.283078,0.671409,0.179496,0.034343,0.20155,0.010303,0.094412,0.52954,0.000179,0.000695,5.3e-05,0.001946,0.002148,0.080459,0.003766,0.224519,1.0,0.808367,0.840218,0.807074,0.481301,0.417175,0.453685,0.255854,0.006529,0.019804,0.829637,0.0,0.356489,0.139296,0.226793,0.140206,0.28134,0.000291,0.000485,0.000312,0.002004,0.083227,0.458878,0.0,0.0,0.001215,0.961629,0.004345,0.964032,1.0,0.0,0.0,0.0,0.0,0.548054,0.513832,0.031925,0.002903,0.083808,0.00109,0.025799,0.001732,0.369606,0.013685,1.0,0.359482,1.0,0.0
29,2024-12-12 02:00:00,0.617523,0.000259,0.360031,0.620935,0.17923,0.033708,0.201509,0.05542,0.120682,0.529919,0.003697,0.002799,0.003401,0.00446,0.002171,0.063219,0.003353,0.224642,1.0,0.799704,0.925731,0.799007,0.478927,0.413832,0.448137,0.245162,0.005512,0.023177,0.855449,0.001765,0.356713,0.164462,0.347088,0.165549,0.2888,0.000252,0.000344,0.00031,0.001866,0.083827,0.422873,0.0,0.0,0.002423,0.92661,0.004885,0.928973,1.0,0.0,0.0,0.0,0.0,0.509124,0.505289,0.030581,0.002263,0.084376,0.00109,0.025973,0.001762,0.36016,0.013487,1.0,0.359482,1.0,0.0
30,2024-12-12 03:00:00,0.616648,0.000269,0.310169,0.644309,0.180349,0.033266,0.201316,0.122848,0.202396,0.537857,0.003977,0.003144,0.003596,0.005093,0.002291,0.050809,0.002989,0.224531,1.0,0.788736,0.921913,0.789562,0.478167,0.412511,0.445664,0.239032,0.006523,0.025867,0.841894,0.0,0.356642,0.171911,0.450761,0.173043,0.290417,0.000614,0.00048,0.000543,0.002087,0.053637,0.43664,0.0,1.6e-05,0.002111,0.899973,0.005353,0.902322,0.994822,0.318884,0.0,0.0,0.0,0.600973,0.471928,0.019659,0.002125,0.084326,0.001068,0.025525,0.001657,0.322734,0.013398,1.0,0.359482,1.0,0.0
31,2024-12-12 04:00:00,0.617938,0.000337,0.237927,0.674797,0.178961,0.033848,0.20152,0.151207,0.467392,0.540204,0.001355,0.001384,0.001288,0.002649,0.002038,0.033111,0.003324,0.224161,1.0,0.776503,0.924786,0.779316,0.476673,0.410502,0.442972,0.232864,0.007354,0.018847,0.851066,0.0,0.356595,0.173261,0.536164,0.174455,0.289895,0.000218,0.00015,0.000289,0.001431,0.035433,0.434522,0.0,0.0,0.003002,0.877518,0.005954,0.879991,0.973647,0.432172,0.0,0.133552,0.0,0.663625,0.491863,0.041355,0.002889,0.084717,0.001063,0.025224,0.001698,0.325525,0.013269,1.0,0.359482,1.0,0.0
32,2024-12-12 05:00:00,0.584824,0.000311,0.130742,0.766599,0.179127,0.033864,0.201056,0.15679,1.0,0.538036,0.004006,0.00247,0.004196,0.004494,0.002043,0.010264,0.003217,0.224534,1.0,0.763404,0.925175,0.768209,0.476037,0.409463,0.441555,0.230066,0.006825,0.019166,0.840827,0.0,0.356444,0.170665,0.625244,0.171845,0.287963,0.0,0.0,3e-06,0.000772,0.087722,0.344864,0.004239,0.000547,0.0024,0.857744,0.006477,0.860374,0.955086,0.513662,0.0,0.232935,0.0,0.509124,0.412531,0.03936,0.001662,0.084663,0.001054,0.025297,0.001707,0.319203,0.013181,1.0,0.359482,1.0,0.0
33,2024-12-12 06:00:00,0.618517,0.000271,0.192383,0.799458,0.180087,0.034336,0.201208,0.165291,1.0,0.536803,0.001558,0.000921,0.001448,0.001997,0.002089,0.00077,0.002915,0.22447,1.0,0.749746,0.922679,0.756834,0.474996,0.408118,0.439968,0.226214,0.005809,0.019964,0.843077,0.007339,0.35607,0.166189,0.714566,0.167413,0.285534,0.0,0.0,0.0,0.000701,0.073638,0.330392,0.0,1e-05,0.00234,0.83981,0.00713,0.842578,0.938288,0.635186,0.0,0.364564,0.0,0.382603,0.440195,0.025708,0.001416,0.084157,0.001067,0.025403,0.001814,0.389381,0.013096,1.0,0.359482,1.0,0.0
34,2024-12-12 07:00:00,0.61487,0.000243,0.073027,0.803862,0.179889,0.034169,0.200749,0.172451,1.0,0.535815,0.004473,0.002332,0.004156,0.004399,0.002155,0.000647,0.003651,0.225065,1.0,0.735975,0.926277,0.745419,0.475912,0.408889,0.440563,0.225675,0.006628,0.019303,0.849249,0.009873,0.356816,0.160739,0.804827,0.161904,0.282746,0.000604,0.000272,0.000511,0.001671,0.087422,0.414402,0.0,0.0,0.002651,0.823196,0.007867,0.82574,0.922807,0.77244,0.0,0.506828,0.094405,0.548662,0.358015,0.025561,0.000701,0.084191,0.001062,0.02548,0.001737,0.379553,0.01303,1.0,0.359482,1.0,0.0
35,2024-12-12 08:00:00,0.60002,0.000167,0.111504,0.776762,0.179544,0.034079,0.201289,0.17884,1.0,0.534857,0.001953,0.000818,0.001417,0.00202,0.001963,0.001298,0.004292,0.224547,1.0,0.722139,0.922991,0.734013,0.47373,0.406431,0.438036,0.222113,0.007243,0.017867,0.841173,0.000601,0.356547,0.15489,0.904316,0.156025,0.279972,0.0,0.0,0.0,0.000604,0.094464,0.324744,0.0,0.0,0.001726,0.807446,0.008522,0.809938,0.908378,0.730186,0.009205,0.47252,0.049375,0.524939,0.320179,0.03707,0.001314,0.083718,0.001085,0.025805,0.00178,0.373303,0.012941,1.0,0.359482,1.0,0.0
36,2024-12-12 09:00:00,0.572983,8.1e-05,0.071064,0.862127,0.17973,0.034106,0.2009,0.183088,1.0,0.533797,0.001888,0.000742,0.001226,0.001926,0.001884,0.001554,0.002751,0.224606,1.0,0.708399,0.914061,0.722643,0.474877,0.407497,0.439012,0.223479,0.005832,0.023907,0.839529,0.00252,0.356779,0.148739,1.0,0.149934,0.277065,0.0,0.0,0.0,0.0001,0.092516,0.323332,0.0,0.000267,0.002569,0.792733,0.009171,0.79482,0.894557,0.674735,0.0,0.426775,0.0,0.636861,0.338893,0.036398,0.002089,0.084477,0.001084,0.025463,0.001784,0.324785,0.01286,1.0,0.359482,1.0,0.0
37,2024-12-12 10:00:00,0.62985,0.000139,0.149195,0.823848,0.178981,0.034514,0.201068,0.185242,1.0,0.532248,0.004944,0.002254,0.003926,0.004361,0.001988,0.001442,0.003043,0.224237,1.0,0.694865,0.918228,0.711537,0.475427,0.407992,0.439412,0.223526,0.007609,0.02336,0.839818,0.004976,0.357092,0.14277,1.0,0.1439,0.274251,0.000645,0.00028,0.000526,0.00166,0.095962,0.390752,0.0,8e-06,0.002697,0.77852,0.009868,0.780391,0.881416,0.853505,0.261368,0.608374,0.172573,0.69708,0.260374,0.033143,0.001078,0.084146,0.001067,0.025312,0.001754,0.340624,0.012893,1.0,0.359482,1.0,0.0
