source_dataset,time_raw,time,net_flow,injection_pressure,tl_interval_pressure,tl_bottom_pressure,tn_interval_pressure,tn_bottom_pressure,tc_interval_pressure,tc_bottom_pressure,tu_interval_pressure,tu_bottom_pressure,ts_interval_pressure,ts_bottom_pressure,flag_duplicate_timestamp,flag_time_gap_gt_expected,tc_injecting,tc_producing,delta_P_delta_Q
ftes_1hour,12/13/2024 0:00,2024-12-13T00:00:00,2.499899627,10.70373067,4.581164994,21.93918302,3199.936001,-10.45827892,-7.405941069,49.52722158,10.69330846,11.21250065,-13.24348292,-9.01679971,FALSE,FALSE,1,0,-984.5026032
ftes_1hour,12/13/2024 1:00,2024-12-13T01:00:00,2.499709176,10.73900261,4.544198576,21.82155785,3199.832237,-10.50038538,-7.911753117,49.43299178,10.59548305,11.10693445,-13.29662936,-9.028573656,FALSE,FALSE,1,0,-185.202178
ftes_1hour,12/13/2024 2:00,2024-12-13T02:00:00,2.50026262,2692.201602,4.59114818,21.75850198,3202.030963,-10.3539168,2675.223576,51.43437493,10.295044,10.18999648,-13.22391642,-9.073004886,FALSE,FALSE,1,0,4845047.736
ftes_1hour,12/13/2024 3:00,2024-12-13T03:00:00,2.500109804,3175.485795,4.631889618,21.73120002,3202.559764,-10.33512397,3159.752347,51.84253776,10.11695792,10.26007364,-13.16391282,-9.057598056,FALSE,FALSE,1,0,-3162523.512
ftes_1hour,12/13/2024 4:00,2024-12-13T04:00:00,2.499925607,3173.749484,4.629966831,21.7068139,3201.433882,-10.30757387,3158.268965,51.97072758,10.31267841,10.76627316,-13.16806072,-9.054329371,FALSE,FALSE,1,0,9426.380451
ftes_1hour,12/13/2024 5:00,2024-12-13T05:00:00,2.499897992,3174.645258,4.60729679,21.65538808,3202.766603,-10.28170161,3158.683024,51.98754684,10.1310576,10.55452974,-13.1301477,-9.054142235,FALSE,FALSE,1,0,-32437.95039
ftes_1hour,12/13/2024 6:00,2024-12-13T06:00:00,2.499918482,3175.482912,4.663060813,21.592472,3203.883731,-10.32798102,3159.191258,51.99671231,10.0851511,10.73912511,-13.2196286,-9.047656741,FALSE,FALSE,1,0,40881.11274
ftes_1hour,12/13/2024 7:00,2024-12-13T07:00:00,2.500084598,3176.157959,4.642376396,21.610002,3204.224228,-10.3916033,3159.898676,52.12976576,10.09968288,10.53227994,-13.19557759,-9.036270726,FALSE,FALSE,1,0,4063.708493
ftes_1hour,12/13/2024 8:00,2024-12-13T08:00:00,2.499944531,3176.645333,4.501443731,21.6329935,3204.78333,-10.36879757,3160.768389,52.16794287,10.20134159,11.02983762,-13.27975909,-9.064192358,FALSE,FALSE,1,0,-3479.577631
ftes_1hour,12/13/2024 9:00,2024-12-13T09:00:00,2.500114418,3177.05573,4.424522203,21.67971183,3204.98315,-10.38855271,3161.049596,52.38167602,10.14726812,11.13163018,-13.32060387,-9.027309256,FALSE,FALSE,1,0,2415.705734
ftes_1hour,12/13/2024 10:00,2024-12-13T10:00:00,2.499971832,3176.665076,4.493287256,21.64070696,3204.982699,-10.43617164,3161.08038,52.22816397,10.05030416,11.20389112,-13.29885948,-9.010169445,FALSE,FALSE,1,0,2739.778099
ftes_1hour,12/13/2024 11:00,2024-12-13T11:00:00,2.499866434,3176.628473,4.454414873,21.65302637,3204.828256,-10.48678836,3161.001861,52.17440012,9.799843613,11.07705133,-13.21625246,-9.050015723,FALSE,FALSE,1,0,347.2836297
ftes_1hour,12/13/2024 12:00,2024-12-13T12:00:00,2.500139785,3175.78239,4.493222141,21.67708103,3204.297909,-10.42875641,3160.530825,52.21037488,10.13545912,11.04727703,-13.24670198,-9.050120899,FALSE,FALSE,1,0,-3095.225552
ftes_1hour,12/13/2024 13:00,2024-12-13T13:00:00,2.499925395,3174.866651,4.452770747,21.74793096,3202.903888,-10.48377509,3158.779796,52.34527601,10.02439363,11.24417588,-13.28405999,-9.033996897,FALSE,FALSE,1,0,4271.369933
ftes_1hour,12/13/2024 14:00,2024-12-13T14:00:00,2.500203779,3173.912534,4.468162607,21.78520519,3202.065327,-10.52177691,3158.16321,52.03754889,9.925010597,11.06773516,-13.34805881,-9.011108754,FALSE,FALSE,1,0,-3427.34137
ftes_1hour,12/13/2024 15:00,2024-12-13T15:00:00,2.49992596,1514.564263,4.305218011,21.57988549,3198.516351,-10.68012654,1499.976719,51.74651959,12.4487951,10.04441808,-13.29805407,-9.047170387,FALSE,FALSE,1,0,5972767.417
ftes_1hour,12/13/2024 16:00,2024-12-13T16:00:00,0.487668522,2351.580848,5.590167948,21.67048831,2991.106428,-7.335813257,2336.03639,119.1872055,1666.761799,9.689380019,-13.52156029,-9.078120845,FALSE,FALSE,1,0,-415.9589967
ftes_1hour,12/13/2024 17:00,2024-12-13T17:00:00,1.682525477,3375.609829,5.13361475,21.40784226,1110.948923,-8.27441533,3359.756137,121.3937835,713.8915673,9.531731192,-13.45627229,-9.084376211,FALSE,FALSE,1,0,857.0306066
ftes_1hour,12/13/2024 18:00,2024-12-13T18:00:00,2.499842894,3541.434852,3.932160561,20.83881154,70.14315409,-11.36608387,3525.96065,51.30061118,8.937092381,9.214928925,-13.66522911,-9.117480859,FALSE,FALSE,1,0,202.8893788
ftes_1hour,12/13/2024 19:00,2024-12-13T19:00:00,2.465223329,1630.381012,4.272004231,21.40565561,1814.262955,-10.54752139,1615.761994,51.79860293,1154.655489,9.272879163,-13.6109013,-9.125932848,FALSE,FALSE,1,0,55201.55554
ftes_1hour,12/13/2024 20:00,2024-12-13T20:00:00,1.769739129,804.2483761,4.621650127,21.52226541,3214.533369,-10.46191583,785.4278242,52.60348144,1764.167233,9.606476198,-13.43691812,-9.159518956,FALSE,FALSE,1,0,1187.852486
ftes_1hour,12/13/2024 21:00,2024-12-13T21:00:00,2.499282826,3634.915259,4.079278643,21.01138937,19.27613508,-10.65450209,3632.589487,52.66013833,1959.136704,8.819057257,-14.16058627,-9.029693283,FALSE,FALSE,1,0,3880.051181
ftes_1hour,12/13/2024 22:00,2024-12-13T22:00:00,2.499930772,3686.434045,3.290857553,20.51083982,15.96552916,-11.20269992,3685.806118,52.17992842,2007.586877,7.858289109,-22.03017544,-16.57869324,FALSE,FALSE,1,0,79510.92529
ftes_1hour,12/13/2024 23:00,2024-12-13T23:00:00,2.499853834,3713.845434,3.089740429,20.25353092,13.50402236,-11.28411791,3708.919156,52.49674825,2032.445888,8.150426103,-14.03257131,-9.216125384,FALSE,FALSE,1,0,-356278.9389
ftes_1hour,12/14/2024 0:00,2024-12-14T00:00:00,2.499875796,3726.446613,3.078728226,20.14971677,11.81512842,-11.55742379,3721.438986,51.50173307,2047.477793,8.53746104,-13.93530727,-9.258349312,FALSE,FALSE,1,0,573771.9242
ftes_1hour,12/14/2024 1:00,2024-12-14T01:00:00,2.500053053,3752.630815,3.155569029,20.07991565,10.32357274,-11.67547272,3746.906402,51.08350989,2055.339424,8.375907707,-14.00633382,-9.244665753,FALSE,FALSE,1,0,147718.8602
ftes_1hour,12/14/2024 2:00,2024-12-14T02:00:00,2.499509716,3776.590447,3.162199883,20.06670041,9.229992694,-11.7227066,3770.120146,51.40543887,2058.286769,8.421134876,-14.02210775,-9.217759053,FALSE,FALSE,1,0,-44097.18462
ftes_1hour,12/14/2024 3:00,2024-12-14T03:00:00,2.500093732,3797.78112,3.163353656,20.02414865,8.388169931,-11.65676404,3791.54256,51.49774452,2057.283716,8.503099001,-14.03078146,-9.2383761,FALSE,FALSE,1,0,36284.40488
ftes_1hour,12/14/2024 4:00,2024-12-14T04:00:00,2.500078569,3801.305652,3.223966768,19.97535865,8.165051853,-11.65000719,3795.661826,51.38544742,2055.052789,8.546884656,-14.06242619,-9.308651409,FALSE,FALSE,1,0,-232442.9203
ftes_1hour,12/14/2024 5:00,2024-12-14T05:00:00,2.499740798,3816.874998,3.123139018,19.96892735,6.808454659,-11.60920976,3811.281485,51.56642807,2049.797989,8.931479573,-14.10551521,-9.291262094,FALSE,FALSE,1,0,-46094.38347
ftes_1hour,12/14/2024 6:00,2024-12-14T06:00:00,2.500036522,3837.283698,3.14030023,20.03447562,5.863077259,-11.5947053,3831.400147,51.92963328,2043.094969,8.812054549,-14.15891709,-9.27911569,FALSE,FALSE,1,0,69012.66045
ftes_1hour,12/14/2024 7:00,2024-12-14T07:00:00,2.499664374,3846.47947,3.105330342,19.97290725,5.938753512,-11.60244108,3842.04286,52.09271237,2036.908359,8.663809099,-14.06256277,-9.275003316,FALSE,FALSE,1,0,-24709.98635
ftes_1hour,12/14/2024 8:00,2024-12-14T08:00:00,2.500130506,3860.383049,3.125563559,19.95229339,5.804230302,-11.66305328,3855.725763,52.11263234,2034.260783,8.749968945,-14.22866698,-9.277390973,FALSE,FALSE,1,0,29827.55743
ftes_1hour,12/14/2024 9:00,2024-12-14T09:00:00,2.500122604,3867.378207,3.197322754,19.95469243,5.542760289,-11.48177259,3862.598555,52.04607782,2030.529179,8.184916533,-14.26149324,-9.284033085,FALSE,FALSE,1,0,-885238.9268
ftes_1hour,12/14/2024 10:00,2024-12-14T10:00:00,2.499969561,3876.565771,2.922445586,19.95406092,5.194996122,-11.66290485,3871.842967,52.20009391,2026.750277,8.528834213,-14.28961521,-9.317565078,FALSE,FALSE,1,0,-60032.56601
ftes_1hour,12/14/2024 11:00,2024-12-14T11:00:00,2.499965554,3888.968406,2.961791472,19.88542746,5.482377551,-11.7777048,3884.736747,52.17929064,2025.091351,8.054508894,-14.20312483,-9.349583164,FALSE,FALSE,1,0,-3095242.077
ftes_1hour,12/14/2024 12:00,2024-12-14T12:00:00,2.49961987,3901.623491,2.934017824,19.83780807,5.411291321,-11.85855433,3898.039192,52.47652642,2023.41268,7.553419351,-14.24356119,-9.316494632,FALSE,FALSE,1,0,-36608.82482
ftes_1hour,12/14/2024 13:00,2024-12-14T13:00:00,2.499954802,3914.695184,2.906742732,19.91298984,5.222178772,-11.85261203,3911.012834,52.47304145,2022.334888,6.831761497,-14.26909516,-9.365787309,FALSE,FALSE,1,0,39027.90119
ftes_1hour,12/14/2024 14:00,2024-12-14T14:00:00,2.500212826,3922.530879,2.993439858,19.92211933,4.626089492,-11.82269021,3918.488841,52.42749419,2019.249559,7.172028025,-14.3296896,-9.351243236,FALSE,FALSE,1,0,30368.08591
ftes_1hour,12/14/2024 15:00,2024-12-14T15:00:00,2.499776064,3923.104325,2.95733807,19.85728681,4.409647679,-11.8357964,3919.08474,52.4456926,2015.665548,7.252120813,-14.39525334,-9.403831914,FALSE,FALSE,1,0,-1312.948471
ftes_1hour,12/14/2024 16:00,2024-12-14T16:00:00,2.500028481,3935.116085,2.955900635,19.96770211,4.157833044,-11.92494856,3932.321401,52.32277077,2011.37322,8.731445431,-14.33927713,-9.404558144,FALSE,FALSE,1,0,47586.96918
ftes_1hour,12/14/2024 17:00,2024-12-14T17:00:00,2.49985288,3941.709498,2.9479618,19.9974723,3.777957444,-12.04788815,3939.555767,52.14911521,2006.866072,9.099702349,-14.33605535,-9.361717712,FALSE,FALSE,1,0,-37547.6962
ftes_1hour,12/14/2024 18:00,2024-12-14T18:00:00,2.500071478,3946.488957,2.912274802,20.07555625,5.128423393,-12.26732228,3944.115862,52.12644289,2004.950624,9.097106597,-14.31932577,-9.366494863,FALSE,FALSE,1,0,21864.14789
ftes_1hour,12/14/2024 19:00,2024-12-14T19:00:00,2.500078689,3953.657369,2.832436532,20.01600174,5.23148949,-12.24061634,3951.566861,52.10305299,2005.974582,9.146149303,-14.33045453,-9.366437951,FALSE,FALSE,1,0,994094.0231
ftes_1hour,12/14/2024 20:00,2024-12-14T20:00:00,2.500240948,3901.102494,2.860514809,20.05034225,2.65139906,-12.07407163,3899.160605,52.12422568,2005.140421,9.076177797,-14.37356527,-9.423551196,FALSE,FALSE,1,0,-323894.9765
ftes_1hour,12/14/2024 21:00,2024-12-14T21:00:00,2.500120377,3894.226366,2.874705993,20.03211891,2.732215809,-12.06066743,3893.426455,52.34857612,2012.356331,8.764859964,-14.33971241,-9.354633496,FALSE,FALSE,1,0,57029.70034
ftes_1hour,12/14/2024 22:00,2024-12-14T22:00:00,2.499846589,3905.151129,2.79137364,19.98264002,2.598686998,-12.05030541,3903.754297,52.41316365,2023.0352,8.850945129,-14.40850069,-9.402091251,FALSE,FALSE,1,0,-39902.2711
ftes_1hour,12/14/2024 23:00,2024-12-14T23:00:00,2.499873647,3911.103657,2.840828864,20.00642195,2.424340729,-12.08433506,3909.871022,52.49740755,2030.312311,8.559554208,-14.38103574,-9.397429303,FALSE,FALSE,1,0,219991.4258
ftes_1hour,12/15/2024 0:00,2024-12-15T00:00:00,2.500095225,3929.444653,2.908047333,19.96576322,2.86184595,-12.09536567,3927.498,52.36452397,2036.472395,8.869471049,-14.41182635,-9.409666697,FALSE,FALSE,1,0,82774.44512
ftes_1hour,12/15/2024 1:00,2024-12-15T01:00:00,2.499887831,3934.678181,2.896403031,19.95886994,2.704220426,-12.10460924,3932.607133,52.33889206,2040.746124,8.862246916,-14.41845976,-9.400682052,FALSE,FALSE,1,0,-25234.71267
ftes_1hour,12/15/2024 2:00,2024-12-15T02:00:00,2.499982508,3946.976331,2.791998796,19.95656424,1.683470021,-12.15177515,3945.378541,52.57362562,2045.813123,9.269414903,-14.47272673,-9.45353665,FALSE,FALSE,1,0,129895.8564
ftes_1hour,12/15/2024 3:00,2024-12-15T03:00:00,2.500043809,3961.54209,2.915059035,19.95157263,1.264611879,-12.01533781,3960.532261,52.73546854,2050.35466,9.223439182,-14.51298098,-9.415252546,FALSE,FALSE,1,0,237610.4631
ftes_1hour,12/15/2024 4:00,2024-12-15T04:00:00,2.499887555,3969.620252,2.833844355,19.89436298,1.099139189,-12.08352279,3968.549793,52.61698738,2056.534196,9.043910983,-14.51940089,-9.453915453,FALSE,FALSE,1,0,-51698.91331
ftes_1hour,12/15/2024 5:00,2024-12-15T05:00:00,2.499975146,3977.193515,2.785293401,19.84918908,0.937324964,-12.06985837,3975.773372,52.68680329,2061.806616,8.664285357,-14.50111641,-9.422189686,FALSE,FALSE,1,0,86461.65702
ftes_1hour,12/15/2024 6:00,2024-12-15T06:00:00,2.500052311,3979.867306,2.803046971,19.88223936,0.473104421,-12.10884868,3978.513761,52.85377441,2066.914088,8.541424077,-14.47168407,-9.446126888,FALSE,FALSE,1,0,34650.30778
