Time,t+1h_classification,t+1h_confidence,t+1h_binary,actual_above_1h,t+6h_classification,t+6h_confidence,t+6h_binary,actual_above_6h,t+12h_classification,t+12h_confidence,t+12h_binary,actual_above_12h,t+24h_classification,t+24h_confidence,t+24h_binary,actual_above_24h,split
2025-01-25 05:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-25 06:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-25 17:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-25 20:00:00,above,0.97,1,1,above,0.93,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-25 22:00:00,above,0.88,1,1,above,0.78,1,1,above,0.67,1,1,above,0.55,1,1,Test
2025-01-25 23:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 01:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 03:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 04:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-26 07:00:00,above,0.88,1,1,above,0.78,1,1,above,0.67,1,1,above,0.55,1,1,Test
2025-01-26 09:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 11:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 12:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-26 16:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Test
2025-01-26 21:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-27 05:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.73,1,1,Test
2025-01-27 06:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Test
2025-01-27 08:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Test
2025-01-27 11:00:00,above,0.93,1,1,above,0.88,1,1,above,0.82,1,1,above,0.75,1,1,Test
2025-01-27 12:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-27 13:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-27 15:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-27 16:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-27 18:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-28 04:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Test
2025-01-28 05:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-28 06:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-28 08:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-28 17:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,0,Test
2025-01-28 20:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Test
2025-01-28 22:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-29 01:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-29 07:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Test
2025-01-29 14:00:00,above,0.96,1,0,above,0.92,1,1,above,0.88,1,1,above,0.79,1,1,Test
2025-01-29 15:00:00,below,0.98,0,0,below,0.97,0,1,below,0.96,0,1,below,0.95,0,1,Test
2025-01-29 17:00:00,below,0.98,0,1,below,0.96,0,1,below,0.93,0,1,below,0.88,0,1,Test
2025-01-29 20:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-29 21:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.85,1,1,Test
2025-01-30 00:00:00,above,0.96,1,1,above,0.92,1,1,above,0.87,1,1,above,0.78,1,1,Test
2025-01-30 01:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Test
2025-01-30 02:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Test
2025-01-30 03:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Test
2025-01-30 06:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,0,Test
2025-01-30 08:00:00,above,0.88,1,1,above,0.78,1,1,above,0.65,1,1,above,0.55,1,0,Test
2025-01-30 18:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,0,above,0.73,1,0,Test
2025-01-30 19:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,0,above,0.68,1,0,Test
2025-01-30 21:00:00,above,0.88,1,1,above,0.79,1,1,above,0.71,1,0,above,0.63,1,0,Test
2025-01-30 22:00:00,above,0.93,1,1,above,0.88,1,0,above,0.82,1,0,above,0.75,1,0,Test
2025-01-31 01:00:00,above,0.96,1,1,above,0.92,1,0,above,0.88,1,0,above,0.8,1,1,Test
2025-01-31 08:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,0,below,0.95,0,1,Test
2025-01-31 09:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,0,below,0.95,0,1,Test
2025-01-31 12:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,1,below,0.95,0,1,Test
2025-01-31 13:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,1,below,0.95,0,1,Test
2025-01-31 15:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,1,below,0.95,0,1,Test
2025-01-31 17:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,1,below,0.95,0,1,Test
2025-01-31 23:00:00,below,0.98,0,1,below,0.97,0,1,below,0.96,0,1,below,0.95,0,1,Test
2025-02-01 06:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-01 10:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Validate
2025-02-01 16:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Validate
2025-02-01 17:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Validate
2025-02-01 19:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-01 20:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-02 01:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-02 07:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.68,1,1,Validate
2025-02-02 19:00:00,above,0.93,1,1,above,0.88,1,1,above,0.82,1,1,above,0.75,1,1,Validate
2025-02-02 22:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-03 13:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-03 18:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-03 19:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.73,1,1,Validate
2025-02-03 20:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-03 21:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-03 22:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-04 04:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-04 05:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,1,Validate
2025-02-04 19:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-05 01:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-05 03:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-05 13:00:00,above,0.93,1,1,above,0.88,1,1,above,0.82,1,1,above,0.75,1,1,Validate
2025-02-05 17:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.68,1,1,Validate
2025-02-05 18:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-06 06:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.73,1,1,Validate
2025-02-06 09:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-06 13:00:00,above,0.97,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-06 20:00:00,above,0.97,1,1,above,0.93,1,1,above,0.89,1,1,above,0.81,1,1,Validate
2025-02-07 09:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-07 12:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-07 13:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,1,above,0.88,1,1,Validate
2025-02-07 15:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-07 18:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-07 21:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.78,1,1,Validate
2025-02-07 22:00:00,above,0.92,1,1,above,0.87,1,1,above,0.81,1,1,above,0.68,1,1,Validate
2025-02-08 02:00:00,above,0.96,1,1,above,0.92,1,1,above,0.88,1,1,above,0.8,1,0,Validate
2025-02-08 14:00:00,above,0.98,1,1,above,0.95,1,1,above,0.92,1,0,above,0.88,1,0,Validate
2025-02-09 03:00:00,above,0.68,1,0,above,0.55,1,0,below,0.45,0,0,below,0.38,0,0,Validate
2025-02-09 05:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-09 07:00:00,above,0.68,1,0,above,0.55,1,0,below,0.45,0,0,below,0.38,0,0,Validate
2025-02-09 09:00:00,above,0.68,1,0,above,0.58,1,0,below,0.48,0,0,below,0.38,0,0,Validate
2025-02-09 16:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-10 01:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-10 09:00:00,below,0.68,0,0,below,0.61,0,0,below,0.54,0,0,below,0.47,0,0,Validate
