date,lat,lon,tmax,tmin,tmean,HI02,HI05,FHS_c9,maxFRP_c9,BA_km2,pdsi,pdsi_category,spi90d,spei90d,air_sfc,apcp,soilm,lhtfl,shtfl,rhum_2m,uwnd,vwnd,BCOC,LAI,NDVI,FWI
2001-02-13,30.75,-104.25,17.486559,8.161599,12.8240795,0.0,0.0,0.0,,0.0,-1.6052006,4.0,-0.18959963,0.53999996,287.0205,0.2885,337.9355,-13.424499999999998,-32.807500000000005,60.674,2.3674965,7.5994377,2.04187045e-10,,0.090694994,5.842706
2001-07-29,33.75,-84.25,30.560692,22.086609,26.32365,0.0,0.0,0.0,,0.0,1.547202,6.0,0.7999997,0.7999997,299.748,1.609,511.448,-101.545,-17.88,79.735,1.7882048,1.4842834,9.8512275e-10,,0.12964858,3.2372057
2001-12-01,35.75,-89.25,13.709216,1.8034247,7.7563205,0.0,0.0,0.0,,0.0,-1.8011992,4.0,2.0899997,2.0899997,280.8085,0.001,682.832,-27.683,-14.5185,84.9975,-0.10889816,2.7256317,1.3185652499999998e-10,0.4192183,0.24482802,
2001-09-22,41.25,-91.75,24.51462,10.37802,17.44632,0.0,0.0,0.0,,0.0,1.7463894,6.0,-0.46000004,-0.33000013,292.525,0.159,472.122,-61.125,-42.935,66.195,1.5426712,1.2359066,5.016226200000001e-10,,0.31165102,10.835922
2001-09-06,38.75,-75.25,26.446482,12.639502,19.542992,0.0,0.0,5.0,1201.0,0.0,1.2108003,6.0,0.815998,0.92640185,295.446,0.0,598.397,-115.76366666666668,-15.162333333333336,68.67833333333333,-0.8554063,-1.4180012,1.2953412e-09,3.0167036,0.61520207,8.527102
2001-08-22,34.25,-81.25,32.32423,19.420147,25.872189,0.0,0.0,0.0,,0.0,-1.9088026,4.0,0.0060021915,0.3199997,304.0796666666667,0.001,301.9073333333333,-87.91166666666668,-67.53966666666666,66.77266666666667,-1.4666299,0.30171967,1.520716e-09,0.9639399,0.5637552,26.065252
2001-07-03,44.75,-105.75,32.881947,15.898698,24.390322,0.0,0.0,0.0,,0.0,-2.0027988,3.0,-0.674,-0.6199999,303.9925,0.131,382.2815,-46.9635,-109.588,42.854,-1.6664505,0.7819824,9.9413475e-10,0.6105344,0.30658096,29.022812
2001-08-17,43.25,-77.75,24.496552,19.383053,21.939802,0.0,0.0,0.0,,0.0,-2.3663728,3.0,-1.69,-1.0820053,297.5855,0.35,306.0625,-82.56049999999999,-66.4435,74.7885,3.3921719,3.7945266,2.6479264499999997e-09,2.137,0.26357117,3.6802595
2001-01-26,35.25,-101.25,11.946493,-0.9697626,5.488365,0.0,0.0,0.0,,0.0,1.5780004,6.0,0.8144046,1.4499998,277.903,0.001,511.144,-20.2705,3.876,59.3755,4.0464573,1.7048817,1.6818588499999999e-10,0.25237006,0.21542399,
2001-03-17,42.25,-70.75,5.910681,1.1457622,3.5282216,0.0,0.0,0.0,,0.0,,,,,276.6225,0.03,693.457,-33.776,-31.6965,69.75550000000001,-1.1101494,-2.742218,3.6302417999999996e-10,0.7207,0.27895954,
2001-10-19,43.25,-100.25,17.360332,2.7341106,10.047221,0.0,0.0,0.0,,0.0,1.113999,6.0,-0.61279935,-0.4068011,282.4245,0.006,321.94725,-22.81725,-18.8505,51.31375,2.8299332,0.37484932,2.59633895e-10,0.52155,0.34780198,39.852863
2001-11-16,39.25,-118.75,17.280083,2.1157517,9.697917,0.0,0.0,0.0,,0.0,-2.9647915,3.0,-1.3887956,-2.0900002,282.615,0.0,460.263,1.0425,-10.025,49.1035,-0.3677925,-0.35696602,2.6531001999999997e-10,0.106000006,0.100833,22.855688
2001-04-07,48.25,-92.25,4.4480124,0.8678436,2.657928,0.0,0.0,0.0,,0.0,0.71200037,5.0,1.9300171,2.0899997,278.688,3.692,446.76,-21.76,-19.205,86.482,-8.097,1.1085129,4.633982e-10,,-0.009759,
2001-03-08,46.25,-116.75,8.435784,-1.7482681,3.343758,0.0,0.0,0.0,,0.0,-1.1416051,4.0,-1.01,-0.520802,279.2165,0.1515,654.2494999999999,-21.2175,-6.730499999999999,65.59800000000001,-0.048877597,0.686821,2.7634119999999997e-10,,0.0034760006,
2001-06-10,43.25,-75.25,24.56454,7.15689,15.860716,0.0,0.0,0.0,,0.0,-1.1864055,4.0,-0.75319934,-0.76400405,288.0,0.0025,547.3375000000001,-169.9405,-31.1115,71.6935,3.359932,-1.3917868,7.617117e-10,3.7710004,0.68659896,7.9156494
2001-08-21,45.75,-91.25,26.6888,11.420617,19.054708,0.0,0.0,0.0,,0.0,2.881202,7.0,0.15880129,0.0059998035,292.4485,0.001,653.519,-135.606,-22.938,77.72749999999999,0.17703629,4.3792534,1.16236895e-09,4.3743505,0.5837203,17.31947
2001-07-30,27.75,-98.75,38.11888,25.306694,31.712788,1.0,0.0,0.0,,0.0,-1.5452011,4.0,-1.3820062,-1.1300001,308.98875,0.0,329.21450000000004,-0.0695,-179.01675,59.268,-4.7686276,5.901037,1.5153126000000002e-10,0.47966668,0.26750198,81.96866
2001-09-19,44.75,-86.75,16.147676,13.877611,15.012644,0.0,0.0,0.0,,0.0,,,,,288.171,1.655,,-2.367,4.4510000000000005,91.972,-4.3976007,-5.198097,9.6833965e-10,,,
2001-05-04,30.25,-83.25,29.79769,13.93728,21.867485,0.0,0.0,0.0,,0.0,-3.5588086,2.0,-0.43200263,-0.43200263,295.321,0.0,363.6693333333333,-100.80533333333334,-77.092,73.202,-7.5071716,-1.7478752,6.57461765e-10,,0.25170797,28.390242
2001-08-11,35.75,-78.25,32.99882,21.896288,27.447556,0.0,0.0,0.0,,0.0,0.092368655,5.0,0.9000001,1.0099998,300.93433333333337,3.177,500.5143333333333,-115.54233333333332,-9.082666666666666,82.04866666666666,1.8099886,4.241139,3.0217002e-09,,0.24581401,14.546429
2001-10-31,34.25,-102.75,28.539223,10.76816,19.65369,0.0,0.0,0.0,,0.0,-2.4327993,3.0,-0.6199999,-0.4791981,292.51,0.0,293.217,-2.357,-47.108,51.379,3.6760674,8.264547,1.01000275e-09,,0.23475702,83.298416
2001-11-21,41.75,-117.75,10.8677225,5.5036836,8.185703,0.0,0.0,0.0,,0.0,-2.3268065,3.0,-1.1899999,-1.1899999,280.2115,0.2794999999999999,450.835,-9.3585,0.0959999999999998,52.966,6.503068,5.2339706,1.13194395e-10,,0.029616997,
2001-07-20,37.75,-92.25,33.911335,21.834997,27.873165,1.0,1.0,0.0,,0.0,-1.8076067,4.0,0.3007984,0.3199997,303.074,0.0775,460.8455,-180.148,-37.1525,74.64750000000001,1.2230568,1.4082069,2.4551565e-09,4.043688,0.36184305,23.457117
2001-09-05,32.25,-99.25,27.929207,19.997936,23.963572,0.0,0.0,0.0,,0.0,0.95000273,5.0,-0.6775978,-0.8000002,299.733,0.9255,392.1185,-72.5375,-39.499,72.0195,-2.5582418,2.101202,8.8548015e-10,,0.114926435,0.28511357
2001-06-02,35.75,-105.25,29.968714,6.902416,18.435566,0.0,0.0,0.0,,0.0,2.1536005,7.0,-0.49199995,-0.17000008,293.6215,0.0,525.6655000000001,-77.79650000000001,-73.7475,23.5445,4.391102,-0.051270247,3.8433158e-10,0.93394053,0.41961998,57.94624
2001-06-19,30.75,-87.25,31.219658,21.436008,26.327833,0.0,0.0,0.0,,0.0,-3.081203,2.0,-0.57520425,-0.57520425,300.8585,0.2774999999999999,598.5699999999999,-134.784,-35.439,76.3615,-1.8711777,2.3913345,9.8412358e-10,,0.357124,1.7021445
2001-07-18,44.75,-86.75,26.54792,15.989004,21.268463,0.0,0.0,0.0,,0.0,,,,,289.29650000000004,0.0,,0.074,0.115,83.27,-0.31042016,-0.38116944,1.7427307e-09,,,
2001-03-19,42.25,-118.25,17.600655,1.6095734,9.605114,0.0,0.0,0.0,,0.0,-1.3152024,4.0,-0.60079855,0.0059998035,278.615,0.0275,443.382,-11.257,5.357,69.884,2.9708004,3.4550877,3.00046765e-10,,0.038099,
2001-02-15,41.25,-94.25,-5.5935154,-11.188921,-8.391218,0.0,0.0,0.0,,0.0,-1.5579965,4.0,1.4499998,2.0899997,266.481,0.002,527.245,-27.787,-29.221,85.124,0.24488068,-2.0840034,2.4633862e-10,,-0.014327998,
2001-05-22,31.75,-91.25,23.50736,12.092979,17.80017,0.0,0.0,0.0,,0.0,-1.880001,4.0,0.7999997,0.71000004,295.14375,2.631,621.86425,-173.02175,-58.563500000000005,77.8215,1.7282202,-2.4524236,7.581653e-10,3.8256772,0.72728795,4.772874
2001-01-06,43.25,-71.25,0.3165513,-8.980994,-4.3322215,0.0,0.0,0.0,,0.0,0.60803664,5.0,-0.17000008,-0.099999905,270.79999999999995,0.6065,424.6075,-9.0205,7.463,94.029,-0.71481895,-2.1877499,1.7380439e-10,,-0.013578,
2001-06-13,48.75,-100.25,17.49795,9.919034,13.708492,0.0,0.0,0.0,,0.0,0.87400186,5.0,-0.03000021,0.19520181,285.972,1.2425,386.8545,-55.563500000000005,-35.296,90.1245,-4.369288,-3.074339,1.0397629e-09,,0.14715399,
2001-03-30,39.75,-79.25,4.933821,0.2959655,2.6148934,0.0,0.0,0.0,,0.0,-1.6800021,4.0,-0.8767918,-0.5143941,276.40500000000003,1.1933333333333334,549.247,-8.714,-28.03033333333333,90.05733333333335,-0.5912857,-0.3641739,1.4647447e-10,,0.00488,
2001-03-31,41.25,-123.25,14.449656,1.4027385,7.926197,0.0,0.0,0.0,,0.0,-2.3984022,3.0,-1.01,-0.9175981,282.267,0.001,584.4413333333333,-78.48,-68.15033333333334,75.455,1.6773777,-3.1765156,1.9921328e-10,3.1822667,0.56816196,2.4210436
2001-06-21,43.75,-114.25,29.44234,8.782066,19.112204,1.0,0.0,0.0,,0.0,-3.1264105,2.0,-1.0052059,-1.3172072,288.92325,0.001,629.8455,-109.074,-59.86875,33.299,1.3868722,0.5868492,5.524018e-10,1.357815,0.41984,22.063103
2001-05-21,36.75,-91.25,20.898123,8.335607,14.616865,0.0,0.0,0.0,,0.0,-3.328805,2.0,-2.0900002,-1.69,295.18100000000004,1.9765,423.11,-112.504,-40.3385,84.3825,3.7453537,2.2108593,1.0343214999999999e-09,,0.057940997,0.7491978
2001-04-10,44.75,-118.75,4.6859565,-3.9877903,0.34908307,0.0,0.0,0.0,,0.0,-2.8939927,3.0,-0.74600005,-0.50479853,273.6865,0.1825,548.815,-35.9935,-29.9885,79.52799999999999,5.5932503,0.06747818,1.82687225e-10,,0.06471999,
2001-02-06,38.75,-88.25,9.553396,-1.0116676,4.2708645,0.0,0.0,0.0,,0.0,1.9227898,6.0,-1.1300001,-0.86000437,277.7065,0.002,781.062,-24.183,-16.7075,78.4665,1.4738274,2.1639175,2.7537893999999997e-10,0.25300002,0.09294601,
2001-04-12,36.75,-94.25,19.218998,6.378233,12.798615,0.0,0.0,0.0,,0.0,0.6804004,5.0,0.3539974,0.61560273,286.92833333333334,0.0026666666666666,568.8176666666667,-108.53233333333333,-19.193,64.735,5.7910786,2.756096,2.3814925e-10,,0.164254,2.0878327
2001-09-16,42.75,-98.25,18.776913,12.509104,15.643008,0.0,0.0,0.0,,0.0,1.6772,6.0,1.1299996,0.92640185,289.856,1.0663333333333334,334.7853333333333,-45.182,-30.114666666666665,89.85933333333332,-0.44487,1.1510944,5.312468699999998e-10,,0.136845,0.18034095
2001-03-28,36.25,-120.75,18.917408,6.601903,12.759655,0.0,0.0,0.0,,0.0,-0.3627831,5.0,0.23999977,0.30079842,290.1856666666667,0.0,598.1916666666667,-57.86933333333334,-64.165,54.22566666666666,3.6049714,-5.992451,4.46648385e-10,1.4085096,0.41094398,23.679512
2001-07-01,45.25,-94.25,21.072746,10.152395,15.612571,0.0,0.0,0.0,,0.0,3.1172001,8.0,1.0099998,1.2799997,290.2815,0.008,518.1255,-141.9935,-78.88499999999999,66.398,0.3637892,-6.327336,8.0571455e-10,2.7331252,0.54079294,12.091885
2001-10-28,34.75,-103.25,25.934578,8.450635,17.192606,0.0,0.0,0.0,,0.0,-2.3656006,3.0,-1.28,-1.072401,290.894,0.001,385.134,-10.442,-37.768,62.60575,3.8181956,7.3378487,6.79572515e-10,,0.119848,52.336918
2001-09-25,45.25,-67.75,18.480522,10.823911,14.652216,0.0,0.0,0.0,,0.0,-4.401194,1.0,-1.28,-1.69,288.275,1.284,226.405,-26.735,-9.7645,93.3275,-3.1802902,1.2382139,1.12783335e-09,,-0.038447995,2.781722
2001-03-17,31.25,-101.75,15.54436,5.8488317,10.696596,0.0,0.0,0.0,,0.0,-0.9339968,5.0,0.4699998,0.9000001,284.8995,0.007,331.72275,-14.38375,-74.69075000000001,53.76325,-6.2703056,3.3612976,3.7116457e-10,0.34156004,0.215747,10.35417
2001-01-23,44.25,-92.25,-2.6366422,-9.884119,-6.2603807,0.0,0.0,0.0,,0.0,0.62680036,5.0,0.7999997,0.9000001,264.194,0.003,493.342,-0.804,13.839,94.532,6.2554455,0.18099403,7.78564645e-11,,-0.004428889,
2001-01-01,38.75,-91.25,-8.95642,-18.215586,-13.586002,0.0,0.0,0.0,,0.0,-1.4799992,4.0,-1.5940002,-0.53999996,263.3395,0.008,417.597,-22.9105,-17.3735,83.5815,3.7256947,-1.3384228,6.0007595e-11,,0.044157997,
2001-02-24,35.75,-108.75,5.7595544,-4.695953,0.53180075,0.0,0.0,0.0,,0.0,-0.7927983,5.0,-0.44319886,-0.047597382,274.8185,0.0035,491.1785,-24.015,-64.387,48.7565,7.674608,4.1529274,2.4179253e-10,0.16137144,0.12862799,
2001-04-29,39.25,-86.25,23.210993,6.7899785,15.000485,0.0,0.0,0.0,,0.0,-1.5760077,4.0,-2.0900002,-2.0900002,285.8335,0.001,684.8185000000001,-140.357,-33.899,59.5995,-4.923025,0.79470444,3.04875755e-10,4.1351576,0.623618,13.3202
2001-11-04,40.75,-91.75,22.658459,8.698651,15.678555,0.0,0.0,0.0,,0.0,2.1375997,7.0,0.3564004,0.45079845,286.7633333333333,0.0,540.703,-29.151,-11.750666666666667,68.31566666666667,1.9396191,-0.55596924,3.8005593e-10,0.67323,0.39611298,4.8394084
2001-09-23,40.25,-111.75,29.988436,7.7870398,18.887737,0.0,0.0,0.0,,0.0,-3.3820014,2.0,-1.28,-1.69,295.395,0.0,241.953,-4.74,-68.336,21.979,-0.12743378,-0.42790604,9.803166e-10,0.94714755,0.43282634,50.394215
2001-09-08,47.25,-89.25,20.783718,12.707095,16.745407,0.0,0.0,0.0,,0.0,,,,,286.5443333333333,0.6986666666666667,,7.381,5.308,94.70633333333336,6.03965,2.6878738,4.11037985e-10,,,
2001-09-21,46.25,-97.25,20.17366,6.8099775,13.491819,0.0,0.0,0.0,,0.0,1.2716008,6.0,-0.03000021,-0.07200308,290.074,0.1164999999999999,313.924,-67.3185,-32.55,74.85849999999999,2.2548466,-0.26927948,3.7304670499999997e-10,0.93866014,0.45005697,6.3606615
2001-05-01,42.25,-97.75,33.395702,8.229172,20.812437,0.0,0.0,0.0,,0.0,1.9204022,6.0,1.0820049,1.1299996,295.232,0.286,542.895,-104.431,-47.989,59.177,2.0181794,2.7305813,4.49198135e-10,0.6185862,0.31402394,20.958117
2001-09-26,31.75,-110.75,32.08281,16.400251,24.241531,0.0,0.0,0.0,,0.0,3.2816045,8.0,0.12759638,0.23119809,296.938,0.0,440.567,-38.237,-59.305,24.565,-1.7848727,3.0244422,4.9479758e-10,0.84630555,0.36881498,46.464516
2001-03-22,30.75,-103.25,29.924177,10.233247,20.078712,0.0,0.0,0.0,,0.0,-1.7364013,4.0,0.23999977,0.72439855,296.518,0.0,350.234,-19.614,-64.254,17.398,2.8977165,1.5650158,3.9091427499999996e-10,0.2736386,0.20903797,59.13457
2001-01-30,30.75,-100.75,16.90958,1.3371081,9.123344,0.0,0.0,0.0,,0.0,2.8896008,7.0,1.4228024,2.0899997,282.52599999999995,0.0,421.771,-49.08,-18.151000000000003,49.3515,5.874708,2.3814461,2.7697295000000004e-10,0.5251824,0.24113,
2001-02-07,46.25,-105.25,-9.815476,-13.335567,-11.575521,0.0,0.0,0.0,,0.0,1.3660018,6.0,-0.16958952,0.76400375,263.63,0.175,377.616,-20.906,-15.887,84.529,-2.829527,-3.6664104,4.999006e-11,,-0.00264,
2001-04-05,32.75,-111.75,21.669876,12.208553,16.939215,0.0,0.0,0.0,,0.0,1.7831972,6.0,0.7999997,0.7999997,293.5886666666667,0.102,316.97566666666665,-16.81533333333333,-69.836,40.202333333333335,1.9250433,2.6378174,2.5219817000000003e-10,,0.0055329995,35.05244
2001-10-19,41.75,-94.75,17.86125,0.44557527,9.153413,0.0,0.0,0.0,,0.0,0.004399316,5.0,-0.11679815,-0.03000021,280.87,0.006,501.035,-21.4,-2.104,59.304,3.2713394,2.1307087,2.907992e-10,,0.102805994,13.556592
2001-10-21,48.75,-103.25,9.626894,-4.3238688,2.6515126,0.0,0.0,0.0,,0.0,-1.6184008,4.0,-2.0900002,-1.28,280.484,0.0,359.801,-1.446,-22.989,51.491,3.7454014,0.9326607,2.4648422e-10,,0.184919,
2001-12-20,44.25,-102.25,6.9986467,-7.648917,-0.32513523,0.0,0.0,0.0,,0.0,-1.3723998,4.0,-1.01,-1.01,269.18949999999995,0.0,423.308,-6.3735,20.944000000000003,68.1405,5.923931,0.7859421,8.575508999999998e-11,0.177,0.15582599,
2001-10-01,36.25,-89.25,25.636177,6.6591005,16.147638,0.0,0.0,6.0,852.0,0.0,-2.7392042,3.0,0.53999996,0.53999996,290.7275,0.001,417.714,-42.78975,-62.68675,57.5165,0.22879541,-1.5317898,6.65012545e-10,1.6433977,0.55556095,27.09445
2001-07-13,34.75,-90.25,29.736069,21.725424,25.730747,0.0,0.0,0.0,,0.0,-2.6880026,3.0,-1.45,-1.28,299.7535,1.2405,562.6745,-111.1285,-39.594,77.07849999999999,-3.3602607,-3.3032603,3.9444422e-09,2.4081037,0.61246,24.947052
2001-07-21,33.75,-80.25,28.989464,19.127043,24.058254,0.0,0.0,0.0,,0.0,-2.0856004,3.0,0.12519893,0.21319275,297.9345,0.4659999999999999,526.9970000000001,-89.691,-18.194000000000003,80.7025,-3.3667936,-2.1502154,1.577175e-09,2.5730624,0.6575639,42.564728
2001-06-26,30.75,-95.75,33.18878,21.26363,27.226206,0.0,0.0,0.0,,0.0,2.6283984,7.0,1.0099998,0.7459965,300.36175000000003,0.1735,532.8935,-148.72325,-40.6745,77.623,-1.4798241,2.7779083,5.21870615e-10,,0.29004496,8.932692
2001-12-08,39.75,-89.25,8.489072,-0.76384723,3.8626122,0.0,0.0,0.0,,0.0,-1.3271968,4.0,0.4100062,0.099999905,280.64233333333334,0.0,596.7693333333333,-16.628,-23.640666666666664,81.02333333333333,-1.1179218,-2.6626072,3.34683365e-10,0.15900001,0.046575002,0.51780856
2001-06-16,39.75,-88.25,30.898537,12.587852,21.743195,0.0,0.0,0.0,,0.0,-2.510398,3.0,-0.6559961,-0.71000004,295.921,0.0,674.559,-176.307,-32.147,69.529,3.789545,0.8184929,5.887955650000001e-10,2.0798402,0.640799,15.301662
2001-11-02,34.75,-88.25,26.17634,10.396049,18.286194,0.0,0.0,0.0,,0.0,2.2796035,7.0,1.4499998,1.2799997,292.18733333333336,0.0,549.3756666666667,-59.170333333333325,-22.280666666666665,78.709,-0.107149124,3.6784668,5.73509915e-10,1.1916788,0.42643532,8.86397
2001-04-13,35.25,-117.25,19.255453,4.629207,11.94233,0.0,0.0,0.0,,0.0,1.0656044,6.0,0.57599616,0.71000004,290.214,0.001,463.849,-16.105,-101.239,37.734,2.5319366,1.0791264,4.59042265e-10,0.304177,0.22088298,11.46633
2001-04-12,36.25,-90.75,24.800724,12.182732,18.491728,0.0,0.0,0.0,,0.0,-2.4579973,3.0,0.31760284,0.3199997,293.7746666666667,0.0126666666666666,720.6216666666666,-121.08466666666668,-32.471333333333334,66.49,3.6836567,4.947502,2.8674888000000004e-10,,0.18798399,6.529661
2001-12-31,32.25,-109.25,15.766858,3.4796488,9.623254,0.0,0.0,0.0,,0.0,-1.4956001,4.0,-0.55600315,-1.1832097,280.5615,0.00125,358.3325,-5.5595,-19.092,51.369,1.8387699,-0.08359337,1.9140042e-10,,0.089724004,9.379392
2001-12-24,46.75,-88.25,-5.9020987,-10.449303,-8.175701,0.0,0.0,0.0,,0.0,-1.2364056,4.0,-0.04800571,-0.099999905,267.8655,0.4569999999999999,394.8255,-50.3125,-32.2495,86.237,3.8093872,-7.753702,8.591147e-11,,-0.045326415,
2001-01-09,30.75,-88.25,9.310082,-3.843821,2.7331307,0.0,0.0,0.0,,0.0,-3.97839,2.0,0.30480388,0.4283992,277.7555,0.0,311.218,-38.944,-44.17,73.834,2.2449894,-6.5364532,1.64088245e-10,1.3005791,0.4983732,
2001-07-13,33.25,-99.25,39.427532,24.903385,32.16546,1.0,1.0,0.0,,0.0,2.0639987,7.0,-1.45,-0.9000001,313.8195,0.001,388.968,-0.091,-153.1215,29.2015,0.00497365,3.0834584,9.8786425e-10,0.8985058,0.373119,59.70808
2001-01-16,37.75,-93.25,2.0526412,-5.159734,-1.5535463,0.0,0.0,0.0,,0.0,-3.061601,2.0,-0.785992,-0.27199683,271.45575,0.00675,434.02875,-13.18,-7.60275,83.35425000000001,1.7542896,-2.2166061,8.393774500000001e-11,,-0.0050569996,
2001-06-27,30.75,-86.75,31.197403,18.793127,24.995266,0.0,0.0,0.0,,0.0,-2.528797,3.0,-0.32000017,-0.32000017,301.53425,0.00725,437.98325,-143.91275000000002,-60.56175,71.1665,0.20152092,0.47800887,9.77617785e-10,,0.15156901,8.712118
2001-12-07,44.25,-100.75,6.1402426,-7.6422067,-0.75098205,0.0,0.0,0.0,,0.0,-0.87440085,5.0,0.23999977,0.15320185,267.189,0.002,387.101,-3.469,13.399,89.074,0.86136436,0.44953537,1.01562475e-10,,-0.01802011,
2001-12-10,41.25,-107.25,-2.6629326,-14.530437,-8.596685,0.0,0.0,0.0,,0.0,-2.0587952,3.0,-0.8515886,-0.7944007,261.99,0.0,495.773,-16.415,59.101,46.909,5.2568226,8.112028,1.9457106e-10,,0.033226,
2001-02-22,35.75,-93.25,4.4274855,-1.450836,1.4883248,0.0,0.0,0.0,,0.0,-0.669603,5.0,0.49799982,0.6908019,277.80733333333336,0.205,573.1286666666666,-41.341,-76.08300000000001,86.23700000000001,0.40635872,-1.8033657,2.7796789499999995e-10,0.62788576,0.257312,
2001-10-14,30.25,-94.25,25.824314,11.209661,18.516987,0.0,0.0,0.0,,0.0,1.5727973,6.0,1.368401,1.5076034,292.3703333333333,0.0586666666666666,740.9156666666668,-122.587,-26.821,78.39999999999999,2.7911224,-0.5248318,3.8741425999999996e-10,2.7906375,0.676077,0.07164612
2001-12-16,47.75,-113.75,5.934648,-3.545044,1.194802,0.0,0.0,0.0,,0.0,-3.4704003,2.0,-0.38400254,-0.7424025,266.274,0.318,454.99,-36.758,44.393,82.029,5.585558,6.02293,4.3114297e-11,,0.0081727505,
