row_id,centroid_date,split
196,1980-01-11,train
197,1980-01-11,train
198,1980-01-11,train
199,1980-01-11,train
200,1980-01-11,train
201,1980-01-11,train
202,1980-01-11,train
203,1980-01-11,train
204,1980-01-11,train
205,1980-01-11,train
206,1980-01-11,train
207,1980-01-11,train
208,1980-01-11,train
209,1980-01-11,train
210,1980-01-11,train
211,1980-01-12,train
212,1980-01-12,train
213,1980-01-12,train
214,1980-01-12,train
215,1980-01-12,train
216,1980-01-12,train
217,1980-01-17,train
218,1980-01-19,train
219,1980-01-19,train
220,1980-01-19,train
221,1980-01-19,train
222,1980-01-19,train
223,1980-01-19,train
224,1980-01-19,train
225,1980-01-19,train
226,1980-01-19,train
227,1980-01-19,train
228,1980-01-19,train
229,1980-01-19,train
230,1980-01-19,train
231,1980-01-19,train
232,1980-01-19,train
233,1980-01-19,train
234,1980-01-19,train
235,1980-01-19,train
236,1980-01-19,train
237,1980-01-19,train
238,1980-01-19,train
239,1980-01-19,train
240,1980-01-19,train
241,1980-01-19,train
242,1980-01-19,train
243,1980-01-19,train
244,1980-01-19,train
245,1980-01-19,train
246,1980-01-19,train
247,1980-01-20,train
248,1980-01-22,train
249,1980-01-22,train
250,1980-01-22,train
251,1980-01-22,train
252,1980-01-22,train
253,1980-01-22,train
254,1980-01-22,train
255,1980-01-23,train
256,1980-01-23,train
257,1980-01-23,train
258,1980-01-23,train
259,1980-01-23,train
260,1980-01-23,train
261,1980-01-23,train
262,1980-01-23,train
263,1980-01-23,train
264,1980-01-23,train
265,1980-01-23,train
266,1980-01-23,train
267,1980-01-23,train
268,1980-01-23,train
269,1980-01-23,train
270,1980-01-23,train
271,1980-01-23,train
272,1980-01-23,train
273,1980-01-23,train
274,1980-01-23,train
275,1980-01-23,train
276,1980-01-23,train
277,1980-01-23,train
278,1980-01-23,train
279,1980-01-23,train
280,1980-01-23,train
281,1980-01-23,train
282,1980-01-23,train
283,1980-01-23,train
284,1980-01-23,train
285,1980-01-23,train
286,1980-01-23,train
287,1980-01-23,train
288,1980-01-24,train
289,1980-01-24,train
290,1980-01-24,train
291,1980-01-24,train
292,1980-01-24,train
293,1980-01-24,train
294,1980-01-24,train
295,1980-01-24,train
296,1980-01-24,train
297,1980-01-24,train
298,1980-01-25,train
299,1980-01-25,train
300,1980-01-25,train
301,1980-01-25,train
302,1980-01-25,train
303,1980-01-25,train
304,1980-01-25,train
305,1980-01-25,train
306,1980-01-25,train
307,1980-01-25,train
308,1980-01-25,train
309,1980-01-25,train
310,1980-01-25,train
311,1980-01-25,train
312,1980-01-25,train
313,1980-01-26,train
314,1980-01-26,train
315,1980-01-26,train
316,1980-01-26,train
317,1980-01-26,train
318,1980-01-26,train
319,1980-01-26,train
320,1980-01-27,train
321,1980-01-27,train
322,1980-01-27,train
323,1980-01-27,train
324,1980-01-27,train
325,1980-01-27,train
326,1980-01-27,train
327,1980-01-27,train
328,1980-01-27,train
329,1980-01-27,train
330,1980-01-27,train
331,1980-01-27,train
332,1980-01-27,train
333,1980-01-27,train
334,1980-01-27,train
335,1980-01-27,train
336,1980-01-27,train
337,1980-01-27,train
338,1980-01-27,train
339,1980-01-27,train
340,1980-01-27,train
341,1980-01-27,train
342,1980-01-27,train
343,1980-01-27,train
344,1980-01-28,train
345,1980-01-28,train
346,1980-01-28,train
347,1980-01-28,train
348,1980-01-28,train
349,1980-01-28,train
350,1980-01-28,train
351,1980-01-28,train
352,1980-01-28,train
353,1980-01-28,train
354,1980-01-28,train
355,1980-01-28,train
356,1980-01-28,train
357,1980-01-28,train
358,1980-01-28,train
359,1980-01-28,train
360,1980-01-28,train
361,1980-01-28,train
362,1980-01-28,train
363,1980-01-28,train
364,1980-01-28,train
365,1980-01-28,train
366,1980-01-28,train
367,1980-01-28,train
368,1980-01-28,train
369,1980-01-28,train
370,1980-01-28,train
371,1980-01-28,train
372,1980-01-28,train
373,1980-01-28,train
374,1980-01-28,train
375,1980-01-28,train
376,1980-01-28,train
377,1980-01-28,train
378,1980-01-28,train
379,1980-01-28,train
380,1980-01-29,train
381,1980-01-29,train
382,1980-01-29,train
383,1980-01-29,train
384,1980-01-29,train
385,1980-01-29,train
386,1980-01-29,train
387,1980-01-29,train
388,1980-01-29,train
389,1980-01-30,train
390,1980-01-30,train
391,1980-01-30,train
392,1980-01-30,train
393,1980-01-30,train
394,1980-01-30,train
395,1980-01-30,train
396,1980-01-30,train
397,1980-01-30,train
398,1980-01-30,train
399,1980-01-30,train
400,1980-01-30,train
401,1980-01-31,train
402,1980-01-31,train
403,1980-01-31,train
404,1980-01-31,train
405,1980-01-31,train
406,1980-01-31,train
407,1980-01-31,train
408,1980-01-31,train
409,1980-01-31,train
410,1980-01-31,train
411,1980-01-31,train
412,1980-01-31,train
413,1980-01-31,train
414,1980-01-31,train
415,1980-01-31,train
416,1980-01-31,train
417,1980-01-31,train
418,1980-01-31,train
419,1980-01-31,train
420,1980-01-31,train
421,1980-01-31,train
422,1980-01-31,train
423,1980-01-31,train
424,1980-01-31,train
425,1980-01-31,train
426,1980-01-31,train
427,1980-01-31,train
428,1980-01-31,train
429,1980-01-31,train
430,1980-01-31,train
431,1980-01-31,train
432,1980-01-31,train
433,1980-01-31,train
434,1980-01-31,train
435,1980-01-31,train
436,1980-01-31,train
437,1980-01-31,train
438,1980-01-31,train
439,1980-01-31,train
440,1980-01-31,train
441,1980-01-31,train
442,1980-01-31,train
443,1980-01-31,train
444,1980-01-31,train
445,1980-01-31,train
446,1980-01-31,train
447,1980-01-31,train
448,1980-01-31,train
449,1980-01-31,train
450,1980-01-31,train
451,1980-01-31,train
452,1980-01-31,train
453,1980-01-31,train
454,1980-01-31,train
455,1980-01-31,train
456,1980-01-31,train
457,1980-01-31,train
458,1980-01-31,train
459,1980-01-31,train
460,1980-01-31,train
461,1980-01-31,train
462,1980-01-31,train
463,1980-01-31,train
464,1980-01-31,train
465,1980-02-01,train
466,1980-02-01,train
467,1980-02-01,train
468,1980-02-01,train
469,1980-02-01,train
470,1980-02-01,train
471,1980-02-01,train
472,1980-02-01,train
473,1980-02-01,train
474,1980-02-01,train
475,1980-02-01,train
476,1980-02-01,train
477,1980-02-01,train
478,1980-02-01,train
479,1980-02-01,train
480,1980-02-01,train
481,1980-02-01,train
482,1980-02-01,train
483,1980-02-01,train
484,1980-02-01,train
485,1980-02-01,train
486,1980-02-01,train
487,1980-02-01,train
488,1980-02-01,train
489,1980-02-01,train
490,1980-02-01,train
491,1980-02-01,train
492,1980-02-01,train
493,1980-02-01,train
494,1980-02-01,train
495,1980-02-01,train
496,1980-02-01,train
497,1980-02-01,train
498,1980-02-01,train
499,1980-02-01,train
500,1980-02-01,train
501,1980-02-01,train
502,1980-02-01,train
503,1980-02-01,train
504,1980-02-01,train
505,1980-02-01,train
506,1980-02-01,train
507,1980-02-01,train
508,1980-02-01,train
509,1980-02-01,train
510,1980-02-01,train
511,1980-02-01,train
512,1980-02-01,train
513,1980-02-01,train
514,1980-02-01,train
515,1980-02-01,train
516,1980-02-01,train
517,1980-02-01,train
518,1980-02-01,train
519,1980-02-01,train
520,1980-02-01,train
521,1980-02-01,train
522,1980-02-01,train
523,1980-02-01,train
524,1980-02-01,train
525,1980-02-01,train
526,1980-02-01,train
527,1980-02-01,train
528,1980-02-01,train
529,1980-02-01,train
530,1980-02-01,train
531,1980-02-01,train
532,1980-02-01,train
533,1980-02-01,train
534,1980-02-01,train
535,1980-02-01,train
536,1980-02-01,train
537,1980-02-01,train
538,1980-02-01,train
539,1980-02-01,train
540,1980-02-01,train
541,1980-02-01,train
542,1980-02-01,train
543,1980-02-01,train
544,1980-02-01,train
545,1980-02-01,train
546,1980-02-01,train
547,1980-02-01,train
548,1980-02-01,train
549,1980-02-01,train
550,1980-02-01,train
551,1980-02-01,train
552,1980-02-01,train
553,1980-02-01,train
554,1980-02-01,train
555,1980-02-01,train
556,1980-02-01,train
557,1980-02-01,train
558,1980-02-01,train
559,1980-02-01,train
560,1980-02-01,train
561,1980-02-01,train
562,1980-02-01,train
563,1980-02-01,train
564,1980-02-01,train
565,1980-02-01,train
566,1980-02-01,train
567,1980-02-01,train
568,1980-02-01,train
569,1980-02-01,train
570,1980-02-01,train
571,1980-02-01,train
572,1980-02-01,train
573,1980-02-01,train
574,1980-02-01,train
575,1980-02-01,train
576,1980-02-01,train
577,1980-02-01,train
578,1980-02-01,train
579,1980-02-01,train
580,1980-02-01,train
581,1980-02-01,train
582,1980-02-01,train
583,1980-02-01,train
584,1980-02-01,train
585,1980-02-01,train
586,1980-02-01,train
587,1980-02-01,train
588,1980-02-01,train
589,1980-02-01,train
590,1980-02-01,train
591,1980-02-01,train
592,1980-02-01,train
593,1980-02-01,train
594,1980-02-01,train
595,1980-02-01,train
596,1980-02-01,train
597,1980-02-01,train
598,1980-02-01,train
599,1980-02-01,train
600,1980-02-01,train
601,1980-02-01,train
602,1980-02-01,train
603,1980-02-01,train
604,1980-02-01,train
605,1980-02-01,train
606,1980-02-01,train
607,1980-02-01,train
608,1980-02-01,train
609,1980-02-01,train
610,1980-02-01,train
611,1980-02-01,train
612,1980-02-01,train
613,1980-02-01,train
614,1980-02-01,train
615,1980-02-01,train
616,1980-02-01,train
617,1980-02-01,train
618,1980-02-01,train
619,1980-02-01,train
620,1980-02-01,train
621,1980-02-01,train
622,1980-02-01,train
623,1980-02-01,train
624,1980-02-01,train
625,1980-02-01,train
626,1980-02-01,train
627,1980-02-01,train
628,1980-02-01,train
629,1980-02-01,train
630,1980-02-01,train
631,1980-02-01,train
632,1980-02-01,train
633,1980-02-01,train
634,1980-02-01,train
635,1980-02-01,train
636,1980-02-02,train
637,1980-02-02,train
638,1980-02-02,train
639,1980-02-02,train
640,1980-02-02,train
641,1980-02-02,train
642,1980-02-02,train
643,1980-02-02,train
644,1980-02-02,train
645,1980-02-02,train
646,1980-02-02,train
647,1980-02-02,train
648,1980-02-02,train
649,1980-02-02,train
650,1980-02-02,train
651,1980-02-02,train
652,1980-02-02,train
653,1980-02-02,train
654,1980-02-02,train
655,1980-02-02,train
656,1980-02-02,train
657,1980-02-02,train
658,1980-02-02,train
659,1980-02-02,train
660,1980-02-02,train
661,1980-02-02,train
662,1980-02-02,train
663,1980-02-02,train
664,1980-02-02,train
665,1980-02-02,train
666,1980-02-02,train
667,1980-02-02,train
668,1980-02-02,train
669,1980-02-02,train
670,1980-02-02,train
671,1980-02-02,train
672,1980-02-02,train
673,1980-02-02,train
674,1980-02-02,train
675,1980-02-02,train
676,1980-02-02,train
677,1980-02-02,train
678,1980-02-02,train
679,1980-02-02,train
680,1980-02-02,train
681,1980-02-02,train
682,1980-02-02,train
683,1980-02-02,train
684,1980-02-02,train
685,1980-02-02,train
686,1980-02-02,train
687,1980-02-02,train
688,1980-02-02,train
689,1980-02-02,train
690,1980-02-02,train
691,1980-02-02,train
692,1980-02-02,train
693,1980-02-02,train
694,1980-02-02,train
695,1980-02-02,train
696,1980-02-02,train
697,1980-02-02,train
698,1980-02-02,train
699,1980-02-02,train
700,1980-02-02,train
701,1980-02-02,train
702,1980-02-02,train
703,1980-02-02,train
704,1980-02-02,train
705,1980-02-02,train
706,1980-02-02,train
707,1980-02-02,train
708,1980-02-02,train
709,1980-02-02,train
710,1980-02-02,train
711,1980-02-02,train
712,1980-02-02,train
713,1980-02-02,train
714,1980-02-02,train
715,1980-02-02,train
716,1980-02-02,train
717,1980-02-02,train
718,1980-02-02,train
719,1980-02-02,train
720,1980-02-02,train
721,1980-02-02,train
722,1980-02-02,train
723,1980-02-02,train
724,1980-02-02,train
725,1980-02-02,train
726,1980-02-02,train
727,1980-02-02,train
728,1980-02-02,train
729,1980-02-02,train
730,1980-02-02,train
731,1980-02-02,train
732,1980-02-02,train
733,1980-02-02,train
734,1980-02-02,train
735,1980-02-02,train
736,1980-02-02,train
737,1980-02-02,train
738,1980-02-02,train
739,1980-02-02,train
740,1980-02-02,train
741,1980-02-02,train
742,1980-02-03,train
743,1980-02-07,train
744,1980-02-07,train
745,1980-02-07,train
746,1980-02-07,train
747,1980-02-08,train
748,1980-02-08,train
749,1980-02-08,train
750,1980-02-08,train
751,1980-02-08,train
752,1980-02-08,train
753,1980-02-08,train
754,1980-02-08,train
755,1980-02-08,train
756,1980-02-08,train
757,1980-02-08,train
758,1980-02-08,train
759,1980-02-08,train
760,1980-02-09,train
761,1980-02-09,train
762,1980-02-09,train
763,1980-02-09,train
764,1980-02-09,train
765,1980-02-09,train
766,1980-02-09,train
767,1980-02-09,train
768,1980-02-09,train
769,1980-02-09,train
770,1980-02-09,train
771,1980-02-09,train
772,1980-02-09,train
773,1980-02-09,train
774,1980-02-10,train
775,1980-02-10,train
776,1980-02-10,train
777,1980-02-10,train
778,1980-02-10,train
779,1980-02-10,train
780,1980-02-10,train
781,1980-02-10,train
782,1980-02-10,train
783,1980-02-10,train
784,1980-02-10,train
785,1980-02-10,train
786,1980-02-10,train
787,1980-02-10,train
788,1980-02-10,train
789,1980-02-10,train
790,1980-02-10,train
791,1980-02-10,train
792,1980-02-10,train
793,1980-02-10,train
794,1980-02-10,train
795,1980-02-10,train
796,1980-02-10,train
797,1980-02-10,train
798,1980-02-10,train
799,1980-02-10,train
800,1980-02-10,train
801,1980-02-10,train
802,1980-02-10,train
803,1980-02-10,train
804,1980-02-10,train
805,1980-02-10,train
806,1980-02-10,train
807,1980-02-10,train
808,1980-02-10,train
809,1980-02-10,train
810,1980-02-10,train
811,1980-02-10,train
812,1980-02-10,train
813,1980-02-10,train
814,1980-02-10,train
815,1980-02-10,train
816,1980-02-10,train
817,1980-02-10,train
818,1980-02-10,train
819,1980-02-10,train
820,1980-02-10,train
821,1980-02-10,train
822,1980-02-10,train
823,1980-02-10,train
824,1980-02-10,train
825,1980-02-10,train
826,1980-02-10,train
827,1980-02-11,train
828,1980-02-11,train
829,1980-02-11,train
830,1980-02-11,train
831,1980-02-11,train
832,1980-02-11,train
833,1980-02-11,train
834,1980-02-11,train
835,1980-02-11,train
836,1980-02-11,train
837,1980-02-11,train
838,1980-02-11,train
839,1980-02-11,train
840,1980-02-11,train
841,1980-02-11,train
842,1980-02-12,train
843,1980-02-12,train
844,1980-02-12,train
845,1980-02-12,train
846,1980-02-12,train
847,1980-02-12,train
848,1980-02-12,train
849,1980-02-12,train
850,1980-02-12,train
851,1980-02-12,train
852,1980-02-12,train
853,1980-02-12,train
854,1980-02-12,train
855,1980-02-12,train
856,1980-02-12,train
857,1980-02-12,train
858,1980-02-12,train
859,1980-02-12,train
860,1980-02-12,train
861,1980-02-12,train
862,1980-02-12,train
863,1980-02-12,train
864,1980-02-12,train
865,1980-02-12,train
866,1980-02-12,train
867,1980-02-12,train
868,1980-02-13,train
869,1980-02-14,train
870,1980-02-14,train
871,1980-02-14,train
872,1980-02-14,train
873,1980-02-14,train
874,1980-02-14,train
875,1980-02-14,train
876,1980-02-14,train
877,1980-02-14,train
878,1980-02-14,train
879,1980-02-14,train
880,1980-02-14,train
881,1980-02-14,train
882,1980-02-16,train
883,1980-02-16,train
884,1980-02-16,train
885,1980-02-16,train
886,1980-02-16,train
887,1980-02-16,train
888,1980-02-16,train
889,1980-02-16,train
890,1980-02-16,train
891,1980-02-16,train
892,1980-02-16,train
893,1980-02-16,train
894,1980-02-16,train
895,1980-02-16,train
896,1980-02-16,train
897,1980-02-16,train
898,1980-02-16,train
899,1980-02-16,train
900,1980-02-17,train
901,1980-02-17,train
902,1980-02-17,train
903,1980-02-17,train
904,1980-02-17,train
905,1980-02-17,train
906,1980-02-17,train
907,1980-02-17,train
908,1980-02-17,train
909,1980-02-17,train
910,1980-02-17,train
911,1980-02-17,train
912,1980-02-17,train
913,1980-02-17,train
914,1980-02-17,train
915,1980-02-17,train
916,1980-02-17,train
917,1980-02-17,train
918,1980-02-17,train
919,1980-02-17,train
920,1980-02-17,train
921,1980-02-17,train
922,1980-02-17,train
923,1980-02-17,train
924,1980-02-17,train
925,1980-02-17,train
926,1980-02-17,train
927,1980-02-17,train
928,1980-02-17,train
929,1980-02-17,train
930,1980-02-17,train
931,1980-02-17,train
932,1980-02-17,train
933,1980-02-17,train
934,1980-02-17,train
935,1980-02-17,train
936,1980-02-17,train
937,1980-02-17,train
938,1980-02-17,train
939,1980-02-17,train
940,1980-02-17,train
941,1980-02-17,train
942,1980-02-17,train
943,1980-02-17,train
944,1980-02-17,train
945,1980-02-17,train
946,1980-02-17,train
947,1980-02-17,train
948,1980-02-17,train
949,1980-02-17,train
950,1980-02-17,train
951,1980-02-17,train
952,1980-02-17,train
953,1980-02-17,train
954,1980-02-17,train
955,1980-02-17,train
956,1980-02-17,train
957,1980-02-17,train
958,1980-02-17,train
959,1980-02-17,train
960,1980-02-17,train
961,1980-02-17,train
962,1980-02-17,train
963,1980-02-17,train
964,1980-02-17,train
965,1980-02-17,train
966,1980-02-17,train
967,1980-02-17,train
968,1980-02-17,train
969,1980-02-17,train
970,1980-02-17,train
971,1980-02-17,train
972,1980-02-17,train
973,1980-02-17,train
974,1980-02-17,train
975,1980-02-17,train
976,1980-02-17,train
977,1980-02-17,train
978,1980-02-17,train
979,1980-02-17,train
980,1980-02-17,train
981,1980-02-17,train
982,1980-02-17,train
983,1980-02-17,train
984,1980-02-17,train
985,1980-02-17,train
986,1980-02-17,train
987,1980-02-17,train
988,1980-02-17,train
989,1980-02-17,train
990,1980-02-17,train
991,1980-02-17,train
992,1980-02-17,train
993,1980-02-17,train
994,1980-02-17,train
995,1980-02-17,train
996,1980-02-17,train
997,1980-02-17,train
998,1980-02-17,train
999,1980-02-17,train
1000,1980-02-17,train
1001,1980-02-17,train
1002,1980-02-18,train
1003,1980-02-18,train
1004,1980-02-18,train
1005,1980-02-18,train
1006,1980-02-18,train
1007,1980-02-18,train
1008,1980-02-18,train
1009,1980-02-18,train
1010,1980-02-18,train
1011,1980-02-18,train
1012,1980-02-18,train
1013,1980-02-18,train
1014,1980-02-18,train
1015,1980-02-18,train
1016,1980-02-18,train
1017,1980-02-18,train
1018,1980-02-18,train
1019,1980-02-18,train
1020,1980-02-18,train
1021,1980-02-26,train
1022,1980-02-26,train
1023,1980-02-26,train
1024,1980-02-26,train
1025,1980-02-26,train
1026,1980-02-26,train
1027,1980-02-26,train
1028,1980-02-26,train
1029,1980-02-26,train
1030,1980-02-26,train
1031,1980-02-26,train
1032,1980-02-26,train
1033,1980-02-26,train
1034,1980-02-26,train
1035,1980-02-26,train
1036,1980-02-26,train
1037,1980-02-26,train
1038,1980-02-26,train
1039,1980-02-26,train
1040,1980-02-26,train
1041,1980-02-26,train
1042,1980-02-27,train
1043,1980-02-27,train
1044,1980-02-27,train
1045,1980-02-29,train
1046,1980-02-29,train
1047,1980-02-29,train
1048,1980-02-29,train
1049,1980-02-29,train
1050,1980-02-29,train
1051,1980-02-29,train
1052,1980-03-01,train
1053,1980-03-01,train
1054,1980-03-01,train
1055,1980-03-01,train
1056,1980-03-01,train
1057,1980-03-01,train
1058,1980-03-01,train
1059,1980-03-01,train
1060,1980-03-01,train
1061,1980-03-01,train
1062,1980-03-01,train
1063,1980-03-01,train
1064,1980-03-01,train
1065,1980-03-01,train
1066,1980-03-01,train
1067,1980-03-01,train
1068,1980-03-01,train
1069,1980-03-01,train
1070,1980-03-01,train
1071,1980-03-01,train
1072,1980-03-01,train
1073,1980-03-01,train
1074,1980-03-01,train
1075,1980-03-01,train
1076,1980-03-01,train
1077,1980-03-01,train
1078,1980-03-01,train
1079,1980-03-01,train
1080,1980-03-01,train
1081,1980-03-01,train
1082,1980-03-01,train
1083,1980-03-01,train
1084,1980-03-01,train
1085,1980-03-01,train
1086,1980-03-01,train
1087,1980-03-01,train
1088,1980-03-01,train
1089,1980-03-01,train
1090,1980-03-01,train
1091,1980-03-01,train
1092,1980-03-01,train
1093,1980-03-01,train
1094,1980-03-01,train
1095,1980-03-01,train
1096,1980-03-01,train
1097,1980-03-01,train
1098,1980-03-01,train
1099,1980-03-01,train
1100,1980-03-01,train
1101,1980-03-01,train
1102,1980-03-01,train
1103,1980-03-01,train
1104,1980-03-01,train
1105,1980-03-01,train
1106,1980-03-01,train
1107,1980-03-01,train
1108,1980-03-01,train
1109,1980-03-01,train
1110,1980-03-01,train
1111,1980-03-01,train
1112,1980-03-01,train
1113,1980-03-01,train
1114,1980-03-01,train
1115,1980-03-01,train
1116,1980-03-01,train
1117,1980-03-01,train
1118,1980-03-01,train
1119,1980-03-01,train
1120,1980-03-01,train
1121,1980-03-01,train
1122,1980-03-01,train
1123,1980-03-01,train
1124,1980-03-01,train
1125,1980-03-01,train
1126,1980-03-01,train
1127,1980-03-01,train
1128,1980-03-01,train
1129,1980-03-01,train
1130,1980-03-01,train
1131,1980-03-01,train
1132,1980-03-01,train
1133,1980-03-01,train
1134,1980-03-01,train
1135,1980-03-01,train
1136,1980-03-01,train
1137,1980-03-01,train
1138,1980-03-01,train
1139,1980-03-01,train
1140,1980-03-01,train
1141,1980-03-01,train
1142,1980-03-01,train
1143,1980-03-01,train
1144,1980-03-01,train
1145,1980-03-02,train
1146,1980-03-02,train
1147,1980-03-02,train
1148,1980-03-02,train
1149,1980-03-02,train
1150,1980-03-02,train
1151,1980-03-02,train
1152,1980-03-02,train
1153,1980-03-02,train
1154,1980-03-02,train
1155,1980-03-02,train
1156,1980-03-02,train
1157,1980-03-02,train
1158,1980-03-02,train
1159,1980-03-02,train
1160,1980-03-02,train
1161,1980-03-02,train
1162,1980-03-02,train
1163,1980-03-02,train
1164,1980-03-02,train
1165,1980-03-02,train
1166,1980-03-02,train
1167,1980-03-02,train
1168,1980-03-02,train
1169,1980-03-02,train
1170,1980-03-02,train
1171,1980-03-02,train
1172,1980-03-02,train
1173,1980-03-02,train
1174,1980-03-02,train
1175,1980-03-02,train
1176,1980-03-02,train
1177,1980-03-02,train
1178,1980-03-02,train
1179,1980-03-02,train
1180,1980-03-02,train
1181,1980-03-02,train
1182,1980-03-02,train
1183,1980-03-02,train
1184,1980-03-02,train
1185,1980-03-02,train
1186,1980-03-02,train
1187,1980-03-02,train
1188,1980-03-02,train
1189,1980-03-02,train
1190,1980-03-02,train
1191,1980-03-02,train
1192,1980-03-02,train
1193,1980-03-02,train
1194,1980-03-02,train
1195,1980-03-02,train
1196,1980-03-02,train
1197,1980-03-02,train
1198,1980-03-02,train
1199,1980-03-02,train
1200,1980-03-02,train
1201,1980-03-02,train
1202,1980-03-02,train
1203,1980-03-02,train
1204,1980-03-02,train
1205,1980-03-02,train
1206,1980-03-02,train
1207,1980-03-02,train
1208,1980-03-02,train
1209,1980-03-02,train
1210,1980-03-02,train
1211,1980-03-02,train
1212,1980-03-02,train
1213,1980-03-02,train
1214,1980-03-02,train
1215,1980-03-02,train
1216,1980-03-02,train
1217,1980-03-02,train
1218,1980-03-02,train
1219,1980-03-02,train
1220,1980-03-02,train
1221,1980-03-02,train
1222,1980-03-02,train
1223,1980-03-02,train
1224,1980-03-02,train
1225,1980-03-02,train
1226,1980-03-02,train
1227,1980-03-02,train
1228,1980-03-02,train
1229,1980-03-02,train
1230,1980-03-02,train
1231,1980-03-02,train
1232,1980-03-02,train
1233,1980-03-02,train
1234,1980-03-02,train
1235,1980-03-02,train
1236,1980-03-02,train
1237,1980-03-02,train
1238,1980-03-02,train
1239,1980-03-02,train
1240,1980-03-02,train
1241,1980-03-02,train
1242,1980-03-02,train
1243,1980-03-02,train
1244,1980-03-02,train
1245,1980-03-02,train
1246,1980-03-02,train
1247,1980-03-02,train
