row_id,split,high_risk,predicted,predicted_probability,error_type,nerc_id,source_file,lowest_temperature_k,duration_days,spatial_coverage,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
160677,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,72.1311475409836,313.717446808511,43,-2.887178191489,-27.0
160685,test,0,1,0.7246128,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,7,78.7234042553192,313.624846280054,37,-2.969423762381041,-17.0
160686,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,70.4918032786885,313.624846280054,37,-2.969423762381041,-17.0
160701,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,68.5185185185185,313.624846280054,37,-2.969423762381041,-17.0
160707,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,64.8148148148148,313.717446808511,43,-2.887178191489,-27.0
160714,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,4,75.0,313.624846280054,37,-2.969423762381041,-17.0
160721,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,5,75.0,313.717446808511,43,-2.887178191489,-27.0
160739,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,54.7872340425532,313.717446808511,43,-2.887178191489,-27.0
160746,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,4,100.0,313.624846280054,37,-2.969423762381041,-17.0
160747,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,5,100.0,313.717446808511,43,-2.887178191489,-27.0
160748,test,0,1,0.72415733,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,4,36.8421052631579,313.624846280054,38,-2.969423762381041,-56.0
160759,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,55.5555555555556,313.717446808511,43,-2.887178191489,-27.0
160762,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,57.4074074074074,313.624846280054,37,-2.969423762381041,-17.0
160775,test,0,1,0.7307836,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,7,43.1818181818182,313.717446808511,38,-2.887178191489,-56.0
160779,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,6,45.4545454545455,313.624846280054,38,-2.969423762381041,-56.0
160791,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,68.1818181818182,313.624846280054,37,-2.969423762381041,-17.0
160792,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,63.953488372093,313.717446808511,43,-2.887178191489,-27.0
160793,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,72.7272727272727,313.717446808511,43,-2.887178191489,-27.0
160794,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,63.953488372093,313.624846280054,37,-2.969423762381041,-17.0
160798,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,73.6842105263158,313.624846280054,37,-2.969423762381041,-17.0
160800,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,66.6666666666667,313.624846280054,37,-2.969423762381041,-17.0
160803,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,4,93.3884297520661,313.717446808511,43,-2.887178191489,-27.0
160809,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,64.8148148148148,313.717446808511,43,-2.887178191489,-27.0
160810,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,4,93.801652892562,313.624846280054,37,-2.969423762381041,-17.0
160816,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,68.1818181818182,313.717446808511,43,-2.887178191489,-27.0
160823,test,0,1,0.7220891,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,9,94.2148760330578,313.717446808511,43,-2.887178191489,-27.0
160832,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,69.6808510638298,313.717446808511,43,-2.887178191489,-27.0
160834,test,0,1,0.7411917,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,5,73.936170212766,313.624846280054,37,-2.969423762381041,-17.0
160835,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,65.9090909090909,313.624846280054,37,-2.969423762381041,-17.0
160839,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,72.1875,313.624846280054,37,-2.969423762381041,-17.0
160842,test,0,1,0.64515185,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,9,94.6280991735537,313.624846280054,37,-2.969423762381041,-17.0
160843,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,73.4375,313.717446808511,43,-2.887178191489,-27.0
160852,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,6,87.719298245614,313.717446808511,43,-2.887178191489,-27.0
160867,test,0,1,0.61868966,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,10,98.5074626865672,313.624846280054,37,-2.969423762381041,-17.0
160868,test,0,1,0.7246128,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,7,100.0,313.624846280054,37,-2.969423762381041,-17.0
160893,test,0,1,0.7440443,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,7,100.0,313.717446808511,43,-2.887178191489,-27.0
160894,test,0,1,0.71234494,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,10,100.0,313.717446808511,43,-2.887178191489,-27.0
160902,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,4,68.6567164179105,313.624846280054,38,-2.969423762381041,-56.0
160903,test,0,1,0.63634974,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,9,34.4262295081967,313.717446808511,38,-2.887178191489,-56.0
160904,test,0,1,0.62884766,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,9,32.7868852459016,313.624846280054,38,-2.969423762381041,-56.0
160906,test,0,1,0.73878753,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,5,37.3134328358209,313.717446808511,38,-2.887178191489,-56.0
160911,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,73.6842105263158,313.624846280054,37,-2.969423762381041,-17.0
160932,test,0,1,0.6837938,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,8,60.7142857142857,313.717446808511,38,-2.887178191489,-56.0
160946,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,4,74.0740740740741,313.624846280054,37,-2.969423762381041,-17.0
160950,test,0,1,0.6837938,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,8,65.8730158730159,313.624846280054,38,-2.969423762381041,-56.0
160965,test,0,1,0.7246128,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,7,95.4365079365079,313.624846280054,37,-2.969423762381041,-17.0
160967,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,4,66.6666666666667,313.717446808511,43,-2.887178191489,-27.0
160970,test,0,1,0.7440443,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,7,95.4365079365079,313.717446808511,43,-2.887178191489,-27.0
160973,test,0,1,0.7368688,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,38.6666666666667,313.717446808511,43,-2.887178191489,-27.0
160979,test,0,1,0.7491966,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,39.1111111111111,313.624846280054,37,-2.969423762381041,-17.0
161009,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,5,100.0,313.717446808511,43,-2.887178191489,-27.0
161017,test,0,1,0.6770219,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,8,97.1875,313.624846280054,37,-2.969423762381041,-17.0
161022,test,0,1,0.7305902,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,8,98.125,313.717446808511,43,-2.887178191489,-27.0
161024,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,66.4556962025316,313.624846280054,37,-2.969423762381041,-17.0
161035,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,66.8776371308017,313.717446808511,43,-2.887178191489,-27.0
161038,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,4,52.3255813953488,313.624846280054,38,-2.969423762381041,-56.0
161059,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,4,52.3255813953488,313.717446808511,38,-2.887178191489,-56.0
161086,test,0,1,0.7411917,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,5,100.0,313.624846280054,37,-2.969423762381041,-17.0
161092,test,0,1,0.61868966,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,11,100.0,313.624846280054,37,-2.969423762381041,-17.0
161096,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,48.8888888888889,313.717446808511,43,-2.887178191489,-27.0
161097,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,6,74.4186046511628,313.717446808511,43,-2.887178191489,-27.0
161101,test,0,1,0.71234494,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,11,100.0,313.717446808511,43,-2.887178191489,-27.0
161107,test,0,1,0.7411917,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,6,75.5813953488372,313.624846280054,37,-2.969423762381041,-17.0
161109,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,48.8888888888889,313.624846280054,37,-2.969423762381041,-17.0
161113,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,51.7857142857143,313.717446808511,43,-2.887178191489,-27.0
161114,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,59.9173553719008,313.624846280054,37,-2.969423762381041,-17.0
161115,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,59.0909090909091,313.717446808511,43,-2.887178191489,-27.0
161118,test,0,1,0.71234494,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,10,96.6942148760331,313.717446808511,43,-2.887178191489,-27.0
161126,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,6,91.4163090128755,313.717446808511,43,-2.887178191489,-27.0
161145,test,0,1,0.7411917,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,6,91.4163090128755,313.624846280054,37,-2.969423762381041,-17.0
161159,test,0,1,0.61868966,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,10,97.1074380165289,313.624846280054,37,-2.969423762381041,-17.0
161161,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,58.1349206349206,313.624846280054,37,-2.969423762381041,-17.0
161169,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,95.8677685950413,313.717446808511,43,-2.887178191489,-27.0
161181,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,53.3730158730159,313.624846280054,37,-2.969423762381041,-17.0
161193,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,95.8677685950413,313.624846280054,37,-2.969423762381041,-17.0
161196,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,81.1158798283262,313.717446808511,43,-2.887178191489,-27.0
161201,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,80.68669527897,313.624846280054,37,-2.969423762381041,-17.0
161203,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,49.2063492063492,313.717446808511,43,-2.887178191489,-27.0
161216,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,58.1395348837209,313.717446808511,43,-2.887178191489,-27.0
161229,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,59.3023255813954,313.624846280054,37,-2.969423762381041,-17.0
161250,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,57.8125,313.624846280054,37,-2.969423762381041,-17.0
161257,test,0,1,0.62002075,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,12,97.8723404255319,313.717446808511,43,-2.887178191489,-27.0
161261,test,0,1,0.7305902,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,8,95.679012345679,313.717446808511,43,-2.887178191489,-27.0
161266,test,0,1,0.51670045,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,12,98.4042553191489,313.624846280054,37,-2.969423762381041,-17.0
161267,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,59.0625,313.717446808511,43,-2.887178191489,-27.0
161268,test,0,1,0.6770219,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,8,95.679012345679,313.624846280054,37,-2.969423762381041,-17.0
161275,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,55.7046979865772,313.624846280054,37,-2.969423762381041,-17.0
161286,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,93.801652892562,313.624846280054,37,-2.969423762381041,-17.0
161287,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,93.801652892562,313.717446808511,43,-2.887178191489,-27.0
161288,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,61.744966442953,313.717446808511,43,-2.887178191489,-27.0
161301,test,0,1,0.6770219,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,8,97.1074380165289,313.624846280054,37,-2.969423762381041,-17.0
161337,test,0,1,0.7305902,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,8,90.5579399141631,313.717446808511,43,-2.887178191489,-27.0
161339,test,0,1,0.6770219,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,8,90.5579399141631,313.624846280054,37,-2.969423762381041,-17.0
161340,test,0,1,0.7305902,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,8,97.1074380165289,313.717446808511,43,-2.887178191489,-27.0
161406,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,3,92.9752066115702,313.717446808511,43,-2.887178191489,-27.0
161407,test,0,1,0.7305902,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,8,89.6825396825397,313.717446808511,43,-2.887178191489,-27.0
161416,test,0,1,0.7307836,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def6_cleaned.csv,,7,46.2686567164179,313.624846280054,38,-2.969423762381041,-56.0
161417,test,0,1,0.6770219,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,8,90.6746031746032,313.624846280054,37,-2.969423762381041,-17.0
161432,test,0,1,0.6837938,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,8,54.3859649122807,313.717446808511,38,-2.887178191489,-56.0
161435,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,3,93.801652892562,313.624846280054,37,-2.969423762381041,-17.0
161487,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,2,51.5957446808511,313.717446808511,43,-2.887178191489,-27.0
161514,test,0,1,0.7573067,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,2,55.3191489361702,313.624846280054,37,-2.969423762381041,-17.0
161545,test,0,1,0.7246128,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,7,97.9338842975207,313.624846280054,37,-2.969423762381041,-17.0
161547,test,0,1,0.7440443,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,7,97.5206611570248,313.717446808511,43,-2.887178191489,-27.0
161596,test,0,1,0.7440443,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,7,77.9069767441861,313.717446808511,43,-2.887178191489,-27.0
161599,test,0,1,0.7307836,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,7,54.6511627906977,313.717446808511,38,-2.887178191489,-56.0
161600,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,6,50.5952380952381,313.717446808511,38,-2.887178191489,-56.0
161601,test,0,1,0.73878753,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,5,37.7049180327869,313.717446808511,38,-2.887178191489,-56.0
161603,test,0,1,0.7471207,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,6,96.2301587301587,313.717446808511,43,-2.887178191489,-27.0
161619,test,0,1,0.61868966,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,11,80.2325581395349,313.624846280054,37,-2.969423762381041,-17.0
